#{"t_start": 1734872143.5279186, "env_id": "Walker2d-v4"}
r,l,t
304.886468,115,1.833473
569.106579,208,2.296248
355.99861,129,2.583675
823.371226,267,10.604879
1143.496124,338,17.053107
707.137972,225,17.540547
837.009989,261,24.90857
786.689499,261,25.478087
540.196808,217,25.956048
1088.008785,329,32.357312
709.484447,243,39.68548
736.135579,273,40.281025
924.676676,745,54.582887
1878.56339,869,62.755634
1189.383692,355,69.928075
1152.647558,376,76.834327
862.561118,299,77.718849
1005.255907,304,84.777816
701.688619,227,85.279734
630.855839,221,95.857537
835.728458,273,96.447362
581.677826,192,102.599579
1028.611917,325,103.291568
1507.517409,493,111.147705
1124.673644,358,117.595416
830.429458,270,118.181727
1300.600107,434,126.031322
1157.864183,436,132.724642
1251.371439,383,140.344738
1175.169033,341,146.820131
862.798308,270,147.589504
616.045174,225,154.876298
1131.570963,347,155.619995
1236.010178,432,162.577989
875.720018,293,169.824704
1061.139202,378,170.631848
917.986846,313,177.543332
841.201744,305,184.747857
1508.185175,534,194.344058
1051.938021,347,195.134939
1015.794518,327,201.533705
878.041481,282,202.176016
917.89584,290,209.539767
708.143864,235,215.780106
1780.275553,510,223.625414
653.914646,193,224.031589
1096.682682,326,230.412563
302.700159,117,230.681759
800.25514,250,231.240103
1362.394925,434,238.891119
857.046454,275,245.258051
639.00749,215,245.719996
485.003006,156,246.051858
1277.159374,406,253.572396
811.348913,299,259.934111
795.734645,247,260.452849
550.381059,172,267.55188
864.979491,257,268.109851
1360.478298,416,274.734414
1124.557446,382,284.372989
901.259378,283,284.977687
711.385689,229,291.935352
1761.019128,743,299.726559
1086.151769,385,307.342371
1095.501051,316,308.078354
1025.192853,312,314.499589
1522.634074,475,322.323524
810.445886,256,322.871953
1041.483295,323,329.305913
996.644191,342,336.846632
347.697921,130,337.134657
330.577754,121,337.390312
1949.683417,595,344.416521
1570.969935,471,352.286693
1090.358676,329,358.695023
867.470284,283,366.181608
664.471011,214,366.631451
1248.164763,362,376.385101
1304.421087,406,377.638288
1571.095861,483,384.81724
350.534933,126,391.321857
454.239592,151,391.812712
508.700597,162,392.342981
1861.066412,547,399.533981
862.92946,270,406.671778
1550.585168,449,413.711674
2325.289077,735,422.196561
1244.381035,407,428.745712
1239.403239,377,436.302431
939.014364,298,436.939442
1109.302932,344,443.429784
1581.749524,494,451.299389
812.473369,263,451.854781
636.543473,241,458.050028
2688.257109,835,475.163112
284.828549,113,475.492748
1266.265441,368,476.616754
923.675525,305,483.680011
1465.4073,464,490.903802
1245.860896,382,498.084809
2222.501885,661,505.912722
1373.930598,457,513.114018
897.417416,278,513.712054
1701.305894,517,521.685788
951.155429,275,527.955781
1888.533338,580,536.007389
2009.809403,601,543.015062
1283.876185,394,550.622671
1468.639059,423,560.402005
910.139164,291,561.273805
577.067425,222,568.200115
805.501277,247,568.717103
1480.382161,454,575.90132
980.480961,300,582.910914
1179.714304,343,589.555337
928.36898,284,590.405931
1905.363796,581,597.950337
1491.22312,457,605.34658
1477.977227,453,612.463261
2933.885263,1000,627.130023
1067.435963,354,634.436669
971.659146,364,635.505269
574.591627,208,641.640567
696.626385,223,642.099477
