#{"t_start": 1734883033.79087, "env_id": "Walker2d-v4"}
r,l,t
327.750929,178,2.534703
942.110471,322,3.858587
39.035224,42,4.070806
1023.642566,349,5.611529
670.992381,253,6.789596
933.228974,339,8.044037
318.875623,173,8.602212
1284.815813,497,10.17631
346.758859,190,10.804173
1005.438959,417,12.162807
52.062945,52,12.33416
344.31541,189,12.967761
11.404948,21,13.035126
1111.886224,392,14.311077
1152.400885,472,15.812433
13.446547,23,15.879658
370.720033,199,16.489648
11.26867,21,16.567344
1365.439905,581,18.780985
843.957355,323,20.186082
702.002076,373,21.970189
1276.598915,456,23.474254
661.976443,252,24.276351
589.924805,238,26.167802
758.64436,333,27.236704
855.757124,315,28.232641
318.78906,172,28.778325
544.111232,249,29.58917
635.013507,265,30.421878
688.140682,261,31.240777
601.673323,244,32.114871
62.722227,65,32.414431
595.52714,236,33.488044
864.761959,358,35.067635
740.659979,322,36.594136
312.434634,175,37.195941
306.66639,177,37.765059
525.587989,227,38.500431
493.446231,248,39.288935
15.236084,24,39.364932
309.123427,185,39.974511
746.990664,290,40.897053
443.018869,197,41.504445
364.440022,186,42.104874
335.727143,161,42.615077
560.212788,250,43.449918
574.200042,230,44.200006
400.608384,170,44.772622
601.348275,278,45.653088
52.230116,55,45.825105
327.709873,161,46.328405
484.37436,201,47.109163
363.245035,171,49.526112
679.302405,243,50.685415
657.229554,249,51.552
803.494714,287,52.504343
936.584738,333,53.602775
1147.962052,453,55.106162
322.860499,196,55.740781
1261.811079,463,57.214721
662.379284,346,58.299657
1098.085371,386,59.552053
2199.729523,789,62.519822
1112.21357,402,64.38
687.801569,285,65.762285
615.60303,259,66.568582
1088.427927,373,67.749463
1342.705989,523,69.39132
895.545123,341,70.436255
299.238514,163,70.960959
1566.106134,592,74.330798
895.059076,339,75.440704
295.054935,168,76.069116
8.812772,19,76.153225
732.384786,290,77.38321
600.908232,262,78.521209
913.547879,348,80.091261
1023.537966,399,81.341358
9.29776,20,81.40428
300.472415,165,81.916987
587.118842,268,82.752941
596.663864,263,83.649009
627.435456,260,84.475511
533.106733,212,85.178322
609.389604,252,85.957722
10.67575,20,86.018794
554.304783,240,86.765282
605.260353,255,87.553566
10.607489,20,87.613248
881.797346,328,88.630725
1043.818918,413,90.002493
874.458165,357,91.57333
774.106092,323,93.009755
1066.898146,391,94.83316
735.136935,321,97.474299
997.904014,347,98.549016
9.192421,19,98.603348
828.258904,337,99.659383
308.394237,176,100.200926
882.73856,373,101.355515
305.969373,180,101.922022
545.232283,282,102.806924
1214.273681,455,104.259406
1074.621898,417,106.048328
772.991939,340,107.534128
894.685188,372,109.229214
1149.690598,472,110.686315
333.296646,238,111.45044
8.031994,20,111.513236
779.677952,338,112.575535
702.305812,296,113.521333
511.230633,263,114.35188
253.953643,162,114.871541
745.968647,333,115.930469
289.469998,168,116.484075
339.239721,185,117.058238
30.021025,57,117.250729
19.122721,36,117.362326
1.495431,54,117.528121
-0.386578,59,117.718511
19.883935,83,117.975665
225.232517,166,118.858289
296.81446,173,119.500584
77.996582,72,119.803382
9.952179,21,119.890456
254.271687,152,120.534015
295.815305,166,121.247761
282.261256,164,121.950673
5.420777,28,122.091493
267.507781,170,122.854627
12.119949,21,122.947848
12.681451,23,123.057288
9.9907,21,123.150624
15.031013,23,123.265844
36.083343,70,123.612949
12.489322,21,123.712415
10.435383,20,123.791856
10.782236,22,123.859943
12.195139,21,123.924034
9.078452,20,123.985802
9.783555,20,124.051613
615.374227,274,124.939443
505.718204,232,125.714426
11.476959,21,125.782893
9.464242,19,125.844573
635.070425,271,126.734469
314.501763,168,127.263234
807.795496,290,128.171615
597.005077,247,128.95102
979.654793,331,129.97953
283.770028,155,130.456662
823.752182,300,131.398974
926.118699,347,132.477399
1007.035253,330,133.501706
927.46098,348,134.941624
688.116471,282,136.182982
557.672145,230,137.23414
1059.895575,354,138.727428
601.025379,248,139.511217
360.127723,203,140.163927
1472.757075,559,143.963785
863.334954,368,145.146602
949.093383,412,146.482754
134.345606,206,147.168149
997.936154,418,148.615974
1097.489718,541,151.052343
450.121185,285,152.378673
397.679839,235,153.396429
1017.5339,431,154.768994
603.499525,283,155.643429
565.805969,270,156.546797
574.452624,245,157.337402
584.565856,267,158.204921
845.461587,324,159.245093
1345.013006,475,160.740632
959.065642,350,161.876158
552.866926,234,162.588824
797.162942,289,163.636092
-14.387516,60,163.884271
-10.314132,60,164.13399
5.255814,73,164.470445
698.113598,295,167.227325
391.507026,211,168.009296
640.564723,274,168.85292
882.834913,329,169.924253
1258.983594,419,171.255948
1210.072573,407,172.525869
366.754478,196,173.134829
871.028588,329,174.175726
350.178557,187,174.771123
-5.089244,7,174.790461
740.058134,373,175.962523
1165.69344,463,177.486126
1239.763501,466,179.593377
