#{"t_start": 1734883033.8228908, "env_id": "Walker2d-v4"}
r,l,t
1222.881294,424,3.50784
822.338709,292,4.785395
1139.159412,403,6.631772
610.297029,257,7.687166
1149.600949,436,9.072702
641.34197,266,9.909972
10.880226,21,9.975411
1087.71011,403,11.278223
1274.912472,509,12.96858
1064.658593,386,14.197762
76.863088,83,14.5059
359.857853,200,15.117677
1086.388517,417,16.420906
1490.032314,558,18.491219
1022.55472,486,20.673022
1351.837725,464,22.589329
793.181339,342,23.715995
882.692542,307,25.810871
887.948591,334,26.907093
70.968726,68,27.117295
533.786953,244,27.885052
617.97661,265,28.721441
651.71756,273,29.606854
630.975582,243,30.371815
10.678061,20,30.436692
426.813318,226,31.146512
33.315019,39,31.269163
684.793529,269,32.284106
10.307199,20,32.37429
832.727965,335,33.86656
662.415827,266,35.070079
11.041312,20,35.167047
8.916082,19,35.262981
64.980604,69,35.584097
312.956085,190,36.468781
9.256179,19,36.567194
183.606124,124,37.006395
627.756597,244,37.788183
497.083383,245,38.579283
8.959566,19,38.635929
903.205095,316,39.666945
511.112055,231,40.408103
388.414925,199,41.029557
340.144179,161,41.531991
311.503239,169,42.073893
406.88768,177,42.632185
447.933923,192,43.274669
527.262353,214,43.977255
349.802902,164,44.543936
503.220054,221,45.2256
632.221116,259,46.057952
413.00589,188,46.663117
533.061232,220,49.302516
678.862888,243,50.435628
674.539157,246,51.381188
700.073223,257,52.232204
904.745301,326,53.307106
676.863192,282,54.243208
895.538104,369,55.446532
47.705366,53,55.623357
996.292488,389,56.853366
1261.986225,500,58.430093
1192.343697,439,59.858962
1084.331601,602,62.127669
244.122352,188,62.939617
788.330602,308,64.420011
623.973506,256,65.657733
52.020299,54,65.852955
556.621243,228,66.561454
776.208196,299,67.500733
874.795347,367,68.674849
547.291044,251,69.458175
805.899639,341,70.499649
873.836532,322,72.963615
275.777685,152,73.465028
493.593465,239,74.25184
936.275095,352,75.405782
10.616207,20,75.469898
9.957997,21,75.534266
836.264263,377,77.096751
583.046108,246,78.145076
971.097545,390,79.95773
588.68338,269,80.776273
930.703149,333,81.829033
569.118032,258,82.642256
912.91478,332,83.756709
8.900236,20,83.814893
460.0234,204,84.464152
8.924075,20,84.526236
7.279487,19,84.588483
376.682789,183,85.202398
588.645049,255,85.987816
507.88855,224,86.679966
994.62506,343,87.737969
835.336182,366,88.879856
871.063874,364,90.166841
895.427227,362,91.735377
750.416547,314,93.152914
1191.710553,442,95.077978
849.746079,318,97.714106
890.998662,332,98.738474
1117.853889,403,99.987421
770.808261,348,101.063115
761.257344,319,102.067433
326.635766,165,102.586211
