#{"t_start": 1734883033.8008971, "env_id": "Walker2d-v4"}
r,l,t
1092.067551,374,3.318178
60.832305,61,3.572704
9.044647,20,3.65355
1015.854141,336,5.136954
1055.318024,356,6.796689
981.078376,354,8.091575
351.696277,196,8.723317
387.378069,210,9.407276
395.252205,230,10.115578
1004.390336,381,11.374561
10.56352,22,11.441413
1299.153114,455,12.933373
572.217048,247,13.737383
1532.973108,579,15.603784
1170.959853,409,16.877519
377.590591,223,17.668296
894.3229,338,19.127853
1322.908242,697,22.224709
1013.882779,426,23.630268
581.30483,242,24.396836
658.997191,276,26.42093
831.858733,294,27.35993
811.175194,288,28.268361
612.80637,299,29.245211
601.656967,241,29.993909
358.317209,179,30.555695
736.012435,278,31.448725
503.710981,220,32.291945
781.446925,321,33.728276
8.102581,19,33.811858
50.60344,53,34.035399
913.481029,341,35.609113
357.643474,223,36.663209
564.32478,241,37.446418
763.864744,282,38.358562
437.823904,209,39.028949
10.925457,20,39.09122
423.901338,194,39.727145
671.287426,262,40.571911
664.480136,261,41.372701
371.693326,196,42.001238
417.685729,197,42.6275
402.815853,181,43.238166
454.828626,220,43.960244
507.945484,216,44.687473
418.113779,175,45.226858
509.030821,209,45.901504
663.243528,263,46.76697
655.885416,256,49.571394
575.204331,239,50.710851
59.067065,64,50.987295
506.927312,202,51.623498
654.614993,251,52.461237
915.245831,331,53.555895
1215.854885,459,55.075887
1424.891799,553,56.831828
670.194365,344,57.918192
1100.326702,409,59.250907
1635.573502,600,61.278567
233.6115,152,61.922111
11.116932,20,62.0067
779.714835,314,63.425623
675.061786,278,64.776958
622.971153,258,65.922572
969.811722,345,66.995744
569.526199,264,67.831602
926.543908,375,69.019728
817.552497,310,69.982289
61.783501,66,70.178999
579.307169,264,71.011416
543.171126,243,73.235451
805.542281,314,74.263924
298.570417,167,74.859092
301.985895,168,75.363233
868.264213,373,76.822692
1095.806511,383,78.499701
955.544752,386,80.188053
808.236961,320,81.185819
625.662084,266,82.024562
929.917519,340,83.140697
290.320866,161,83.658388
869.493906,310,84.643202
7.135157,18,84.713917
9.424886,19,84.772629
790.689119,304,85.738909
319.157724,173,86.286671
918.206357,328,87.304708
873.874652,318,88.290023
948.677411,335,89.371706
1164.935893,418,91.003585
1500.805341,518,93.333591
748.792374,325,94.827893
468.123876,224,97.164131
879.967144,338,98.209255
8.881319,20,98.271294
334.608824,199,98.899995
599.407372,278,99.758277
872.547408,346,100.832202
785.557077,320,101.823747
9.243523,19,101.888022
302.638741,182,102.461717
1191.591515,449,103.881627
441.589639,229,104.649978
555.447371,272,105.916091
515.252111,260,107.042163
855.240782,356,108.661355
588.114434,290,109.734395
988.402115,417,111.042351
11.487052,20,111.107085
846.706636,431,112.459653
9.461835,19,112.518081
772.507125,342,113.606659
949.563577,392,114.850356
10.332303,21,114.913954
239.722741,147,115.390429
-0.704139,12,115.42645
11.253997,26,115.510553
-4.035611,9,115.539456
-1.414066,11,115.570684
306.728607,178,116.153311
8.77128,19,116.227803
276.242248,161,116.719083
26.290474,66,116.920103
18.134349,70,117.157768
7.745312,27,117.243542
10.331725,49,117.395515
-10.797564,58,117.578756
10.144787,60,117.767431
5.481134,26,117.845737
5.569953,66,118.395546
11.842357,21,118.46352
10.078724,19,118.523832
599.118283,309,119.654917
72.319707,63,119.916668
41.87888,49,120.10762
299.87308,165,120.822809
291.145098,171,121.547425
299.630443,177,122.364588
321.922024,199,123.260994
12.027054,21,123.365179
9.762166,20,123.461283
60.655248,59,123.749916
11.670936,22,123.816824
297.107222,172,124.353929
15.132337,23,124.423439
12.174352,21,124.505263
613.375383,263,125.378633
9.80883,22,125.441293
11.608277,20,125.517023
24.672805,42,125.65886
8.836146,20,125.724044
10.519093,21,125.79118
7.56494,20,125.859277
29.51776,38,125.983116
288.839519,150,126.4691
341.909503,172,127.021344
531.882251,232,127.758774
9.612398,21,127.833749
691.836007,264,128.652213
656.678308,277,129.509606
671.375354,264,130.337748
9.403424,20,130.396221
561.935628,246,131.171554
9.598376,21,131.235929
760.096906,281,132.102448
948.007001,336,133.143934
1339.450721,442,134.832964
708.456291,278,136.089065
634.840654,240,137.180621
782.155654,292,138.500688
344.201951,171,139.029251
956.825358,365,140.195994
90.555081,161,140.687742
99.300088,161,143.218487
141.327082,215,143.924163
194.333951,258,144.756546
747.29398,374,145.953183
771.029158,343,147.086453
91.323951,163,147.652972
1099.188442,460,149.444565
727.064966,407,151.276883
396.104891,231,152.357588
1647.912783,693,154.832231
711.101163,288,155.724941
1057.56892,384,156.996291
732.341441,269,157.873852
572.229256,224,158.580066
887.199435,332,159.647563
775.787593,335,160.702719
324.2534,174,161.256419
308.856745,167,161.813901
765.300152,299,162.739361
253.445659,143,163.206692
-6.740572,65,163.491908
-13.094205,59,163.729671
-7.939089,57,163.967823
-8.375342,65,164.245636
-1.392457,73,164.58447
73.514869,151,166.654207
1044.165041,378,168.174528
1087.461508,383,169.375613
951.556928,389,170.620872
615.189334,282,171.513783
603.712858,264,172.33319
908.886311,362,173.462907
334.972072,179,174.022454
330.058143,181,174.608945
417.09349,236,175.343049
711.547565,322,176.3771
1230.423899,469,178.093625
1655.018289,628,180.920412
406.472918,272,182.168267
1307.419483,491,183.712407
1458.117821,539,185.412673
868.879254,366,186.54416
984.251735,384,187.78628
1333.906633,519,194.178291
1122.551184,406,196.034258
892.826563,372,197.336039
980.159041,391,198.599591
1038.635814,459,200.072779
772.858989,379,201.26667
930.4074,385,202.492741
542.017205,308,203.473206
658.554258,282,204.358084
412.783759,233,205.117968
862.53525,364,206.271341
824.958382,347,207.772516
1229.728133,451,209.844223
786.873493,335,211.051128
932.210557,381,212.260077
637.605362,297,213.193756
602.22643,291,214.09919
827.767662,342,216.872188
86.772731,180,217.438741
828.639383,335,218.511323
601.47427,280,219.413628
921.503307,360,220.6624
624.480731,318,222.051698
624.384448,302,223.428777
615.243742,297,224.858732
716.418247,293,225.836808
1567.897584,600,227.717156
1375.485108,609,229.655262
989.225359,421,230.961293
1055.602132,455,232.362551
696.031497,305,233.327808
951.595201,399,234.601534
757.836511,390,236.282455
1701.036699,699,242.639269
1515.83083,589,244.511132
493.913376,363,245.654582
1226.918659,516,247.322455
-3.55137,8,247.343524
526.770925,377,248.534822
-0.974662,13,248.576303
1116.445543,455,250.289276
1404.526325,546,252.713259
1195.401027,449,254.616214
477.169426,350,255.764866
862.06324,499,257.357206
888.584965,353,258.460581
910.850401,361,259.656706
787.419469,305,260.651128
882.834008,355,261.785257
884.601303,373,262.954545
796.569012,299,265.568109
750.795724,306,266.904128
849.607517,326,268.400615
837.648634,316,269.524019
946.722874,377,270.793779
898.428718,339,271.908443
1026.258952,394,273.150937
911.857429,341,274.23021
865.914211,345,275.312793
1161.343938,423,276.663673
976.244661,370,277.843326
1059.544048,344,279.0192
482.771135,248,280.094848
946.462654,341,281.682077
814.833214,322,283.180944
753.712506,298,284.246906
943.034263,348,285.335101
906.165865,348,286.45515
1007.202459,382,289.880158
1012.194655,368,291.034272
1231.230252,404,292.293712
1604.006585,602,294.496544
1224.399162,459,296.541261
1303.894089,473,298.588286
1096.61897,430,300.004668
-0.851211,12,300.043454
115.309855,210,300.694077
820.951437,394,301.939756
-1.946539,10,301.971092
0.198143,13,302.025055
814.51356,438,303.42427
629.78892,281,304.349072
369.628133,266,305.206967
808.727564,326,306.275483
735.391832,333,307.35479
720.470166,312,308.384593
1281.124419,460,310.330018
1163.07561,452,314.78507
1157.438487,419,316.187629
1226.257909,434,317.542998
563.281307,286,318.437065
531.100932,251,319.239078
322.874383,203,319.87573
-4.583955,8,319.902481
283.977005,168,320.44118
854.395542,342,321.523451
1251.675294,448,323.059726
595.336993,456,325.047408
601.278635,433,327.102813
295.008524,184,327.787501
1376.237375,490,329.318105
1127.305966,415,330.613267
995.698075,346,331.681641
463.480383,266,332.5246
449.401378,253,333.353416
1584.878908,520,334.984925
1215.07992,447,340.19874
629.188174,290,341.553141
1348.249868,463,343.126297
247.257235,154,343.625165
1891.205521,663,345.738123
1311.34649,499,347.36247
1195.174116,401,348.601703
1337.054512,468,350.067545
1353.872681,490,351.573647
964.432778,346,352.949205
1271.002647,438,354.916746
918.085469,546,357.271228
74.275457,173,357.834185
120.770614,213,358.493117
94.457139,182,359.076244
1583.698184,689,363.33805
448.615691,297,364.294458
499.538918,342,365.386182
413.695375,259,366.216802
431.530094,284,367.341631
444.912058,309,368.747873
392.080514,272,369.975736
447.493246,351,371.474929
699.154985,391,372.717757
888.040866,416,374.045325
104.625949,192,374.679532
716.898947,365,375.837036
102.101907,178,376.434467
110.225244,191,377.069731
149.583373,235,377.832792
482.597912,265,378.685688
93.536083,181,379.26358
143.990833,236,380.005941
505.309482,288,380.907784
384.239587,257,381.952635
114.583619,207,382.853794
111.349507,198,383.706691
134.452299,221,384.738319
497.363487,266,385.848466
546.618719,329,388.464059
612.732449,295,389.417548
513.636029,306,390.389298
511.192306,296,391.32351
736.172925,359,392.449086
139.139059,230,393.16616
762.215468,356,394.292397
61.392262,158,394.779543
103.406815,203,395.412186
84.934976,192,396.219299
70.044446,169,396.987133
91.079452,196,397.831413
57.076823,154,398.571352
184.174652,274,399.949517
92.316887,184,400.543096
156.745058,256,401.351582
80.317762,172,401.889127
136.822421,226,402.5897
257.516068,351,403.730175
94.20896,190,404.326026
788.229241,357,405.445055
214.927563,316,406.47168
877.781634,371,407.674613
895.841487,401,410.449501
842.213493,359,412.037213
-1.907847,11,412.080597
-3.150408,8,412.112143
-2.828907,11,412.168241
970.332858,469,414.408594
121.540469,200,415.092078
127.100264,205,415.746549
83.547577,161,416.261797
71.915833,153,416.734627
104.437336,177,417.279847
144.229472,228,418.000175
85.532264,173,418.571074
74.70721,155,419.073769
93.351582,172,419.67462
583.065109,315,420.695828
147.858024,215,421.388135
-1.096995,10,421.423168
73.235725,147,421.900719
113.986453,179,422.522049
599.482208,326,423.566045
67.049393,140,424.015666
115.096025,188,424.634366
124.38711,192,425.472967
122.038572,188,426.325168
787.177835,364,427.963022
97.44623,159,428.767936
103.608793,165,429.354649
89.44735,148,429.854752
-1.585708,12,429.894011
104.910977,166,430.420794
96.553971,156,430.919574
178.218796,240,431.692875
139.78811,197,432.325549
1146.624805,521,435.909977
115.189999,164,436.451031
212.144222,263,437.266004
411.881255,281,438.152658
773.822431,368,439.517717
1094.422031,478,441.596913
706.191131,376,443.275957
1062.242968,399,444.538315
207.893961,270,445.409731
144.375372,196,446.030138
1275.035467,516,447.672712
120.499234,174,448.210639
123.727724,174,448.758397
130.908412,177,449.355574
1200.14587,519,451.007772
182.18499,236,451.768449
130.012058,187,452.344524
1264.307859,550,454.492555
134.757429,185,455.291871
109.46362,155,455.993125
854.907976,438,458.991278
108.980465,153,459.531071
839.558245,438,460.984349
107.854932,158,461.496053
84.182534,134,461.918359
97.176188,147,462.379129
183.108658,228,463.121835
102.161444,152,463.607776
84.357739,129,464.018093
103.267239,146,464.494848
1074.061433,491,466.087069
1086.304045,465,467.602421
180.156095,237,468.630761
1607.758606,667,471.729361
1310.716298,467,473.460311
1472.153982,606,475.355825
1273.543663,538,477.075772
398.322602,271,477.952557
264.896371,196,478.572989
369.691877,217,479.249336
429.700679,253,481.443936
112.851894,165,482.002235
454.225845,277,483.074416
1784.563932,669,486.040765
496.673118,313,487.358599
1771.363636,718,489.644117
1203.30148,489,491.226141
1247.769446,551,492.977803
1318.460619,535,494.696427
1210.178908,446,496.075684
834.050619,354,497.286654
920.012744,363,498.839309
998.774258,602,501.617694
556.77043,376,502.841362
89.933734,150,503.323557
1280.91858,513,506.89413
987.80511,334,507.947067
888.528863,346,509.018984
882.727787,359,510.12446
930.744747,334,511.182949
917.987461,365,512.639001
1247.31017,460,514.712281
1263.049308,473,516.700628
1333.805415,475,518.171574
1283.250394,442,519.542379
1321.414482,444,520.920975
757.466171,255,521.736674
166.762538,220,522.426466
1226.520848,423,523.770851
71.268955,125,524.149806
76.596237,128,524.551316
745.659092,549,526.256566
446.659029,276,529.518005
527.251389,362,531.055839
440.380088,276,531.926216
103.411912,162,532.458524
452.7045,271,533.326944
1604.30678,696,535.506219
363.100654,208,536.149154
432.150898,252,536.942844
1804.906938,792,539.370886
945.893739,346,540.497811
945.394988,349,541.973787
881.334536,304,543.332971
617.657664,267,544.583503
980.144146,332,545.894694
1276.874267,434,547.244269
964.933886,344,548.301095
93.557293,139,548.737911
933.342923,362,549.883036
145.280269,198,550.505856
827.566104,323,553.290187
914.575987,340,554.404383
