#{"t_start": 1734868395.5368447, "env_id": "Walker2d-v4"}
r,l,t
-9.307952,16,3.296818
-2.730791,17,4.460713
-6.671372,15,5.797216
5.760669,23,7.799516
-2.229548,9,8.360696
1.358969,17,9.681607
-0.506013,23,10.969202
-0.020596,16,11.854899
-5.034594,12,12.510588
-3.274723,21,14.029216
-0.429849,20,15.156188
-4.554722,18,16.177045
-4.105908,8,16.633109
-4.131391,7,17.035571
3.804219,16,18.245373
-3.880134,10,19.16493
3.58958,22,21.437144
-3.263976,11,22.052995
4.875818,19,23.10389
-8.238279,15,23.914362
-3.356488,9,24.418555
6.158371,30,26.431838
-3.519253,21,27.604885
-5.931619,21,28.791802
-1.361675,12,29.462249
14.153467,31,32.072727
-3.333365,23,34.257588
2.65007,17,35.279507
-9.473561,18,36.281286
0.869669,14,37.415393
6.834397,35,471.7085
5.95935,28,473.301754
-0.936894,26,475.504071
-2.17319,9,476.007815
-3.901782,30,477.643898
9.020386,22,479.530303
6.395482,32,482.636901
2.824159,23,483.938035
-3.369078,8,484.411861
-0.655147,28,486.776517
-0.25383,14,487.600713
3.247132,16,488.547299
1.724427,31,490.405055
-4.564494,11,491.040894
4.988909,32,494.860003
-0.550118,15,495.81408
-6.800358,21,497.036387
-1.016023,12,497.746099
-0.018884,18,499.564162
-4.819791,9,500.089182
5.706459,24,501.513896
10.334555,37,503.608868
5.433787,19,505.880569
-1.442198,21,938.334214
1.871737,14,939.619555
18.997657,48,943.993359
1.847775,16,944.903672
0.016596,21,946.077626
5.100274,27,947.607625
2.192239,15,949.141613
1.18074,26,950.607924
3.265948,12,951.277939
22.00498,46,955.884706
9.95709,37,957.938566
7.200859,34,959.810717
2.804592,18,961.517908
-1.714643,39,963.641285
5.452989,17,964.572129
-5.806441,19,966.866076
1.58222,14,968.194237
15.798342,37,970.366701
3.197125,16,971.276867
-1.269559,14,972.799469
2.972307,21,973.97068
41.287006,62,1408.27892
-3.249415,8,1408.725039
1.620391,20,1409.809487
-2.585954,14,1410.958508
14.8838,28,1413.554852
30.579727,62,1417.80671
1.155571,20,1418.903625
-4.028342,20,1420.727251
8.704844,24,1422.040732
2.680455,26,1423.447117
1.643918,23,1426.511675
-3.215701,26,1428.235405
11.494781,32,1429.986727
-1.271657,9,1430.500815
11.277901,38,1433.356381
2.821382,19,1434.406417
1.229129,25,1435.778616
6.056031,50,1440.722925
271.822075,220,1886.122074
51.611702,65,1889.677494
56.287639,69,1894.490526
5.131233,19,1896.244024
28.559113,40,1899.536809
28.361595,61,1903.600154
3.26074,15,1904.429005
26.699397,34,1906.340941
