#{"t_start": 1734868396.2898996, "env_id": "Walker2d-v4"}
r,l,t
1.359698,19,2.760069
15.652566,34,5.594351
-2.614649,11,6.682835
-2.086781,19,7.828817
-6.872428,18,9.184711
-3.666684,11,9.781602
-2.637234,11,10.413076
-3.937355,21,11.571272
4.175837,20,12.687103
-1.785369,11,13.651931
-1.432276,17,14.605066
0.975265,26,16.093495
8.133084,27,18.177536
-4.42979,22,20.551267
-1.508734,15,21.387762
11.145263,26,22.817817
-1.995171,16,23.69956
2.589113,18,25.025163
1.821112,14,25.825071
7.619668,25,27.211273
-4.090946,13,27.963304
2.180002,25,29.722305
18.26397,54,34.223386
-1.251392,21,35.398119
-0.923119,11,36.361057
-7.659154,20,469.785579
17.272348,37,471.927694
4.234156,15,472.745173
-2.577557,14,474.282122
-3.931885,16,475.181449
1.30297,28,476.705413
4.845682,14,477.734418
1.707383,12,478.834946
7.560099,22,481.35796
-5.495674,12,482.042773
35.208495,49,484.891019
-2.345857,13,486.356734
-2.111296,8,486.825611
6.013078,20,488.001961
-2.13421,26,489.524432
3.173523,17,490.604273
2.268977,12,492.731736
3.553626,14,494.030874
0.26854,24,495.498271
2.273701,19,496.609838
9.836347,40,499.724248
-2.008678,22,501.031251
3.155846,26,502.4818
3.945388,19,504.556571
0.057464,23,937.324016
8.262457,30,939.984964
3.58893,31,942.894417
2.747606,27,944.461685
16.384279,34,946.390584
-2.723379,13,947.11546
-1.49481,27,949.32752
6.275902,21,950.503199
-0.78102,9,951.105056
7.560288,24,953.36004
0.026538,19,955.44597
26.989235,40,957.670116
7.050153,17,958.599171
4.668958,18,960.290819
22.397532,50,963.028705
2.939513,33,966.074632
15.13055,32,968.544875
15.28096,35,970.500247
7.278594,21,972.418314
1.428121,13,973.144716
14.202286,31,1405.030701
-3.454102,12,1405.680154
-1.105716,8,1406.132012
18.949481,33,1408.648554
7.286007,25,1410.527786
3.966388,15,1411.916349
-1.743436,17,1414.00343
-2.74641,40,1416.282477
5.021994,23,1417.528704
-1.830109,9,1418.012077
0.415071,9,1418.508873
30.339502,76,1423.712336
3.804032,26,1426.909183
31.766026,41,1429.158348
35.95139,51,1432.744882
3.581195,17,1433.687445
28.989128,49,1437.572469
4.560031,23,1439.807973
0.409381,21,1440.994941
9.596005,24,1872.002808
0.384664,11,1873.381269
22.794691,52,1876.312326
3.782979,16,1877.189231
35.561982,55,1881.589372
6.751147,25,1883.612469
12.970419,36,1886.339933
-2.668852,10,1886.880625
29.862135,67,1891.329106
1.257853,19,1892.386326
14.459904,27,1894.310659
2.404975,17,1895.917445
8.17179,19,1897.892448
15.584033,26,1899.293516
-0.723234,13,1900.00602
17.118486,32,1902.489731
25.007772,59,1905.806309
