#{"t_start": 1734868395.3880064, "env_id": "Walker2d-v4"}
r,l,t
9.158573,21,3.731602
2.045211,16,4.954825
-1.392079,15,6.324564
-4.205501,22,8.113612
-1.308341,10,9.091889
-1.235799,14,9.878718
6.291765,15,10.704831
-3.264113,11,11.328349
1.926196,22,12.542139
4.485773,17,13.490799
-3.087527,34,15.751679
10.036282,28,17.342262
1.47444,14,18.476479
1.327734,18,20.67825
4.466918,13,21.579129
0.072874,31,23.301281
-9.648611,18,24.285794
4.658877,29,26.234515
5.423338,17,27.180696
11.166191,42,29.548648
11.133979,35,32.472972
3.266684,18,34.211837
5.466509,19,35.421756
-3.358338,11,36.038904
-2.981813,17,37.33352
-0.213379,18,470.646165
9.966324,26,472.141947
-2.846072,25,473.552948
5.717862,16,475.197975
3.366568,16,476.096677
10.871689,30,477.733056
-3.281563,13,478.747917
-1.955907,10,479.668089
-1.104245,24,482.332391
-3.127628,17,483.302294
-1.8445,21,484.494969
-8.890725,15,485.394931
10.952634,34,488.093002
-2.511701,16,489.03218
-0.111678,11,489.68148
2.28171,15,490.607409
-2.781585,24,493.33199
-1.319151,12,494.539603
-1.900565,9,495.170316
-2.328461,12,495.954907
-4.179533,9,496.476823
-6.140103,11,497.123768
-1.257765,13,497.887872
2.530335,22,499.935786
-7.435733,19,501.058776
0.542951,19,502.170276
6.599191,28,503.745927
-4.062042,9,505.115688
3.530085,15,506.493005
-0.702825,26,939.401625
-8.034875,16,940.910932
-2.954793,14,942.09322
-0.647799,14,943.6388
22.371891,37,945.769465
-0.158371,20,946.905222
1.550291,25,949.016349
9.442303,28,950.571371
4.247401,27,952.361371
0.947977,28,955.704893
0.53722,10,956.241196
18.282917,31,957.975296
3.790457,19,959.018317
4.21986,17,959.952907
20.898442,78,964.928128
-2.532059,12,966.715567
6.109617,22,968.752334
1.018764,21,969.908365
3.31763,14,970.679694
-0.824596,15,971.533447
7.876607,20,973.388835
7.893426,25,974.764473
-3.77088,28,1406.490194
14.398853,33,1409.028554
15.133897,33,1411.27405
9.57523,26,1413.691458
-5.921418,16,1415.383617
4.22193,28,1416.968417
-1.542299,11,1417.571766
8.633607,19,1418.601958
8.712055,42,1421.636492
5.198731,16,1422.503421
1.809888,25,1423.905728
-4.413845,15,1426.345549
14.234938,26,1428.20437
-0.731559,15,1429.022937
-0.273551,11,1429.635759
0.107682,16,1430.528422
0.020883,34,1433.162041
17.516669,39,1435.309226
-3.907221,9,1435.814263
4.780794,23,1438.146596
-3.656722,8,1438.872383
-0.26232,76,1874.354338
14.920812,47,1877.01425
71.966933,67,1881.77748
14.578349,28,1884.257749
35.34773,65,1888.566551
-2.990454,13,1889.26897
7.270567,26,1891.451082
83.066028,100,1899.028023
10.420663,21,1900.156226
7.384396,22,1901.349146
21.763634,44,1904.506011
11.442589,23,1905.832045
-0.211418,13,1906.53801
