#{"t_start": 1734868395.4870546, "env_id": "Walker2d-v4"}
r,l,t
-3.829828,17,3.400903
-3.179393,16,4.506507
4.734037,17,6.039586
3.270159,14,7.417531
6.403559,16,8.407726
4.525035,25,10.165441
0.533257,9,10.685372
-2.23809,15,11.504147
-3.518748,19,12.557905
-3.473945,24,14.248271
-1.257081,20,15.37167
-1.648785,12,16.058285
3.735141,34,18.291158
3.401286,24,21.033741
-2.005857,11,21.649079
1.707171,16,22.536781
0.315835,22,23.746338
0.748942,12,24.40936
-5.064623,21,25.900762
1.513615,14,26.699427
-4.281707,19,27.761741
-2.659222,20,28.893212
-1.502225,11,29.509615
-0.432316,16,30.800232
1.248273,16,32.203972
-3.540689,9,33.072911
-0.768247,10,34.022246
-3.752338,22,35.437366
-6.707207,11,36.055939
0.11578,11,37.010689
-6.315944,13,470.059633
0.005479,16,470.947015
-0.727773,17,471.927464
-2.473158,29,473.566205
-0.364153,19,475.384686
-9.606669,20,476.492146
-2.787311,18,477.471571
-2.877436,13,478.387341
11.986835,23,481.460765
3.084428,18,482.45972
4.945353,39,484.693946
-2.976004,26,486.941161
2.419043,21,488.179734
2.019767,26,489.700525
7.163578,28,491.442248
-3.90574,13,493.665206
2.937714,12,494.794776
5.199544,16,495.788722
-0.984985,27,497.376151
0.050447,10,497.966821
-1.444412,8,499.170779
5.95517,18,500.251453
3.156162,19,501.38405
0.450033,25,502.810334
10.418545,19,503.88596
-1.696248,17,506.101281
4.294481,19,938.37977
10.392081,20,940.227866
-2.373111,24,942.226346
1.233473,16,943.931081
13.80105,25,945.338443
-0.233432,25,946.753362
-1.89293,15,947.600684
-2.216491,15,949.134877
17.849045,53,952.449482
4.118653,22,955.390622
2.112853,12,956.039065
30.309799,43,958.432343
9.179866,30,960.788919
6.510681,28,962.30809
-7.017532,22,963.522096
4.449494,24,964.833319
3.896984,37,968.822804
5.981319,27,970.305731
7.117179,23,971.604525
11.962269,46,1405.076887
11.277319,30,1406.736978
-0.180919,19,1408.487595
2.527158,28,1410.020812
0.141386,14,1411.275271
6.586744,16,1412.752135
0.952426,20,1415.008163
19.654621,34,1416.941576
9.278672,27,1418.401539
5.074884,24,1420.438672
0.29628,19,1421.48648
0.78534,17,1422.408644
9.011938,30,1424.282552
-0.186829,14,1426.656379
-6.44949,16,1427.78411
21.807743,60,1431.09217
48.422559,64,1435.379297
-2.597231,13,1436.099729
21.827971,40,1440.305002
0.369396,13,1441.208158
11.458914,19,1871.931864
18.281479,29,1874.315458
1.023363,10,1874.894647
-3.41389,16,1875.773319
27.919026,63,1880.007818
22.661805,37,1882.905845
9.605124,28,1884.870301
2.293621,15,1886.451011
55.678226,82,1891.688427
6.904787,22,1892.924127
-3.854953,18,1893.9163
1.439844,13,1895.057067
2.845544,25,1898.037523
2.641997,31,1899.744068
3.993963,37,1901.749408
-0.755622,14,1903.25549
-2.540449,18,1904.248036
12.670495,27,1905.794122
