#{"t_start": 1734868395.7144496, "env_id": "Walker2d-v4"}
r,l,t
-2.380212,17,3.183534
-2.33023,15,4.203851
-2.196704,13,5.357222
1.687256,53,9.566916
1.598755,13,10.275903
-3.272566,25,11.685695
4.258529,25,13.068667
-2.381542,20,14.541075
-0.052978,15,15.383011
-0.912625,16,16.290347
-4.170497,15,17.136095
5.630117,22,19.099984
-1.900865,22,21.322208
-0.963152,14,22.100415
-1.897795,12,22.755243
5.552509,24,24.083061
0.202059,25,25.799708
-2.686353,18,26.814558
2.410299,12,27.490026
1.925036,15,28.348778
1.846291,18,29.350631
5.372374,20,30.993325
-3.215188,9,31.819052
6.15233,33,34.66523
0.394567,21,35.839152
-0.916431,21,469.675152
8.519035,39,471.888933
-3.324618,19,472.963813
0.174894,14,474.494334
-3.846241,28,476.056407
6.588884,30,477.708282
-3.81497,12,478.803408
-5.024399,25,481.745374
-0.919554,13,482.467159
3.463254,19,483.553056
-1.3524,20,484.723361
-1.003983,13,485.496212
1.498893,12,486.905078
11.799287,38,489.132458
1.826661,15,490.013162
3.435635,17,491.063247
2.157249,24,494.339169
-1.309014,9,494.914692
-2.814621,15,495.8731
-2.923872,14,496.69931
5.160679,27,499.011175
2.819761,17,500.035337
1.018586,37,502.193886
1.587466,13,502.918824
-0.359443,14,504.441765
8.804941,24,506.698716
5.807206,23,939.269697
12.691639,30,941.895889
4.846964,39,944.89884
5.922564,27,946.422523
3.151576,18,947.43788
28.642581,59,951.472369
30.765369,41,955.767
-2.819904,19,956.831752
3.726465,14,957.609927
3.958603,21,958.760014
12.694057,37,961.508277
1.261466,20,962.5911
8.340536,22,963.792703
4.178972,17,964.721392
17.586665,72,970.649817
4.162675,18,972.389677
-1.99569,9,972.910634
-0.002181,16,973.801378
-3.343101,17,1404.916871
-4.405117,25,1406.283128
-3.530658,19,1408.054952
8.182351,18,1409.040498
57.570467,77,1415.519339
4.587589,20,1416.66585
6.199568,16,1417.532119
6.193375,32,1419.999521
9.934798,25,1421.378296
1.144857,16,1422.245527
7.012175,19,1423.277289
8.890143,56,1428.446104
11.251112,41,1430.711327
5.872537,17,1432.415551
20.375262,54,1435.394065
1.946724,12,1436.046403
14.339606,30,1439.444433
1.698271,17,1440.826656
-0.088299,16,1871.39017
12.438091,29,1873.755579
3.554057,12,1874.454902
20.713268,43,1876.862285
17.376087,33,1879.400928
12.689431,38,1882.113046
-6.818185,19,1883.83828
15.352532,42,1886.889526
2.704697,20,1887.984251
21.997699,31,1889.676871
14.674751,38,1892.538565
12.960718,46,1895.964649
3.833616,43,1899.47348
44.693729,65,1903.757847
18.135194,38,1905.897629
