#{"t_start": 1734868395.2239609, "env_id": "Walker2d-v4"}
r,l,t
-2.628839,12,3.360416
5.729029,17,4.369641
11.865012,27,6.882313
3.544749,28,9.247634
11.853924,35,11.211809
0.406135,11,11.810859
-3.188873,11,12.426912
-2.024303,17,13.368022
-1.128132,13,14.443099
-2.508929,13,15.171348
8.390716,33,17.054828
-3.810352,16,18.089998
0.044025,17,20.121671
0.847323,16,21.512079
-3.28151,45,23.997608
-3.432802,11,24.604895
0.594082,12,25.599749
4.360138,23,26.897755
4.84467,15,27.734026
0.348688,12,28.40182
-4.81031,10,28.979265
-0.318216,14,29.760771
-3.225944,13,30.876742
-4.63958,23,32.826786
-1.106426,7,33.508032
-4.382435,16,34.915416
-6.787264,12,35.578201
-3.785375,13,36.304452
6.823808,29,470.588223
-4.155746,22,471.816881
-2.059924,12,472.534554
7.384517,22,473.762061
-1.796461,21,475.690732
8.210288,34,477.56315
-6.183761,23,479.259306
1.462454,19,481.877744
6.709692,27,483.402579
4.227747,15,484.237047
10.847439,50,487.898912
4.597846,20,489.075007
-5.398691,13,489.837849
-1.929884,18,490.939898
3.238814,20,493.37026
-4.464127,9,494.287529
-8.138537,14,495.383523
-1.458875,26,496.998692
2.047813,24,498.391405
3.36212,28,500.801691
-1.083617,10,501.401236
4.158334,23,502.717526
7.24056,32,505.449745
4.994601,18,507.149385
14.191134,24,939.810642
2.050628,14,941.154035
-1.834894,19,942.591324
-1.638832,12,944.029772
19.484439,54,947.128493
6.282356,39,950.001591
-3.481974,20,951.12255
10.454585,28,953.216756
6.16459,30,956.397942
4.819581,25,957.808734
-0.834795,10,958.345377
-2.540537,22,959.560593
0.582521,11,960.870019
2.36855,16,961.761209
9.54734,24,963.060241
-3.492471,18,964.047618
14.411697,38,967.547182
2.332985,24,969.397275
2.767827,13,970.11841
-0.454365,11,970.721191
26.715661,48,974.160308
9.735959,29,1405.94384
4.472313,26,1407.366848
4.520742,15,1408.917506
1.906036,22,1410.108317
3.962015,23,1412.049131
5.882425,43,1415.987288
22.105602,54,1418.975448
16.883182,33,1421.525972
-0.203308,19,1422.550577
6.150794,29,1424.249821
14.9982,46,1428.751499
2.288219,13,1429.449132
12.273722,26,1430.908272
0.032708,16,1432.534774
1.762676,14,1433.318532
11.216762,40,1435.520067
3.311563,13,1436.237966
18.655045,39,1440.265475
0.488137,25,1441.948046
-1.524896,13,1872.34411
16.093654,36,1875.145901
10.658264,29,1876.741024
11.679976,29,1878.367866
8.572128,22,1880.314982
5.142363,16,1881.315935
-3.476811,19,1883.053946
8.380358,21,1884.684988
27.246124,62,1888.828618
8.078034,18,1889.807162
-5.720209,15,1891.384319
9.083653,26,1892.840595
2.271179,15,1893.677798
19.726603,61,1899.071297
8.997256,23,1900.312551
4.221169,14,1901.078007
1.267336,15,1901.894601
7.61922,32,1904.388618
29.019049,44,1906.879
