#{"t_start": 1734875838.1245575, "env_id": "Walker2d-v4"}
r,l,t
753.459815,224,2.08483
4050.323789,1000,17.391651
756.315131,246,17.904135
3878.503037,1000,32.423264
2464.667567,605,46.106043
1197.14549,329,46.787737
1077.220016,314,54.208189
4002.149311,1000,68.755381
1701.223579,434,75.381244
3902.116708,1000,89.87565
3626.447524,877,103.159773
4018.177654,1000,117.692679
2913.093142,722,131.451441
4156.034009,1000,145.921041
3888.412957,1000,154.770271
3373.937669,853,169.040304
3775.063509,1000,188.642333
4139.888229,1000,203.279345
4150.800313,1000,218.070108
3764.816269,1000,232.898281
3500.77259,894,247.598817
1666.569628,426,254.910784
3634.677137,903,263.498097
1770.422689,471,270.362673
4173.076625,1000,287.862251
3244.535428,787,302.125952
3532.168401,842,310.699734
2158.867498,546,318.229368
1946.91933,496,325.604718
3606.422558,1000,340.352098
2668.284675,670,354.246379
3860.016407,1000,368.76893
2973.955016,743,382.012172
3968.317917,1000,396.682955
1248.825732,319,403.747713
2739.891653,686,411.256333
127.495005,66,411.395029
1418.137109,364,418.922719
1585.650321,421,425.488051
2940.405047,762,433.806935
4121.932119,1000,448.42509
2828.291763,693,455.55964
1620.415634,405,463.144719
1797.26366,492,475.711148
1181.973328,322,482.089114
2549.538675,626,490.172987
3975.471995,939,504.595696
2199.301803,538,511.468986
4107.245493,1000,526.128223
4031.597457,1000,540.734692
2673.899855,637,548.841753
1394.592571,355,555.261227
2187.162725,545,566.398692
2561.432407,636,574.339776
2584.140112,633,581.573165
2234.538919,560,589.595441
3758.013971,1000,604.172187
2019.44493,512,610.957803
4048.486789,1000,625.490576
2635.498163,643,639.286907
3935.783789,1000,653.799902
3995.745753,1000,665.533919
3221.581103,772,679.751655
4164.118233,1000,694.395387
1550.110018,387,701.552806
4079.05408,1000,716.438077
1764.967388,439,723.331728
4144.290762,1000,732.301969
2274.862342,566,745.88719
2949.727719,738,757.017647
3429.730113,820,771.248539
4301.14019,988,785.928681
3075.721608,751,793.816393
1764.952148,473,801.437237
3992.894803,946,816.001326
4203.96338,1000,830.75493
2584.749141,635,837.856449
1401.243662,363,848.690421
4116.304419,1000,863.482684
2078.587986,521,870.690238
3875.120117,928,878.911118
3951.669378,961,893.501169
4129.924437,1000,908.101144
3946.383587,1000,922.785743
4243.738863,1000,943.32225
3944.51741,1000,958.059858
320.533895,118,958.310059
924.052835,252,964.531565
4085.270092,1000,979.043561
2197.645807,562,987.015814
4045.210964,1000,1001.500894
2260.073694,551,1008.381405
4116.445167,1000,1022.929384
4052.126554,1000,1042.404178
3957.727496,1000,1056.956486
4193.924176,1000,1071.437539
1392.371629,365,1072.214609
4154.880677,1000,1086.815813
4241.336164,1000,1101.333446
881.627656,241,1107.517337
4126.135014,1000,1122.064969
4190.004722,1000,1142.084888
4060.153551,1000,1156.605072
4161.581644,1000,1171.173296
3360.077761,821,1178.553396
3375.046643,819,1192.742312
2195.068036,524,1200.608135
4215.427458,1000,1215.140902
3930.484319,935,1234.656255
4239.244904,1000,1249.354547
258.724225,100,1249.589483
4115.706278,1000,1264.252043
4215.444808,1000,1278.870735
3312.189389,777,1287.360647
1641.651138,422,1294.258743
1757.299421,445,1301.703368
3413.30571,800,1320.383441
4152.420592,1000,1329.218437
187.312114,88,1335.083206
251.132171,103,1335.296977
4248.647181,1000,1349.87588
1900.914333,482,1357.688797
2616.842999,647,1364.917541
2023.784095,507,1372.704538
3896.132084,904,1387.166858
4071.335108,1000,1401.845963
1740.893864,457,1408.913851
4017.734358,1000,1429.283918
3722.957052,882,1437.340391
4213.111416,1000,1452.364273
4209.145535,1000,1467.408894
3203.266219,771,1481.46966
4184.340419,1000,1496.460878
4167.095375,1000,1516.21883
4056.031187,944,1524.923031
3509.795926,842,1539.289106
2000.897011,507,1546.129468
3674.682647,872,1560.539428
4151.7455,1000,1575.074291
1381.374456,339,1575.785604
3273.297554,787,1589.907904
3748.737414,887,1609.343544
2681.559812,636,1616.665136
2703.508432,636,1624.790196
2110.926672,510,1631.552186
4234.992352,1000,1646.178953
2755.538492,666,1654.305269
366.982225,131,1660.269443
4211.738376,1000,1674.860663
2172.553228,527,1682.761337
4239.475155,1000,1702.389391
2846.772091,720,1710.759804
4049.226364,1000,1725.251263
4299.281419,1000,1739.824156
4167.687304,1000,1754.45628
4141.691446,1000,1769.119353
2754.462241,676,1776.400785
4217.342291,1000,1796.112219
2543.180436,612,1803.177397
1867.740646,476,1810.902636
2852.514791,701,1824.807471
4252.447609,1000,1839.35201
3136.920451,761,1846.676504
3781.182223,899,1861.099375
4081.876202,940,1875.698752
2278.390232,567,1888.572792
2842.141093,702,1896.833558
4267.228247,1000,1911.478418
4279.288985,1000,1926.092797
4241.227585,1000,1940.708709
4273.895334,1000,1955.357991
810.934793,230,1955.846904
2772.677883,673,1969.778557
4313.529911,1000,1989.024935
3829.986677,886,1997.521087
4303.30134,1000,2012.241721
4256.89306,1000,2026.861323
4216.697892,1000,2041.477516
1612.232237,410,2048.984951
3866.531972,887,2063.251468
4266.653927,1000,2082.914706
3814.449363,897,2091.491627
4337.454263,1000,2106.069459
2752.656223,651,2119.828825
4259.010504,1000,2134.308057
1901.466238,484,2141.056273
4255.438767,1000,2155.602337
4050.195479,1000,2169.350348
4272.94826,1000,2183.864288
1018.169955,266,2191.082917
4205.983769,1000,2205.53711
3277.716426,776,2213.127762
4190.008874,1000,2227.868765
2902.962215,707,2241.752014
4241.878517,1000,2256.479206
4122.37577,1000,2276.528871
4247.113109,1000,2291.130687
4245.651389,1000,2305.67788
2999.178676,721,2313.818395
4225.376073,1000,2328.267974
1769.876344,452,2334.9511
4177.804398,1000,2349.383653
313.306589,117,2349.630596
4369.759269,1000,2370.194641
4219.306556,1000,2384.786332
3769.410582,889,2399.072691
4270.815159,1000,2413.492844
3156.210893,741,2420.796816
4237.763091,1000,2435.303158
4142.86021,1000,2455.86743
4243.979711,1000,2470.392426
3191.4185,736,2477.773957
1881.779289,490,2485.46636
4312.759889,1000,2500.147411
4283.738502,1000,2514.729091
2499.725969,622,2522.488992
