#{"t_start": 1734883695.4720106, "env_id": "Walker2d-v4"}
r,l,t
1146.015674,377,3.009503
922.709679,346,4.091518
739.345813,253,4.881898
1130.720373,348,5.981068
58.177124,66,6.268406
900.12093,308,7.638753
23.176656,32,7.792885
780.676751,284,9.094066
840.532991,307,10.584541
731.915068,270,11.402079
890.843515,296,12.338191
656.699335,251,13.119843
17.832921,39,13.240897
691.163823,267,14.070505
747.560022,266,14.881093
987.635725,341,15.961729
741.19132,270,16.797607
1422.68726,461,18.210246
589.314524,252,18.987988
1046.823202,423,20.348758
1197.394394,443,22.185696
1533.862393,543,26.629316
980.772032,373,27.798144
944.691189,336,28.837034
738.40645,279,29.746432
861.123512,315,30.75853
716.14787,265,31.613628
1454.542757,534,33.292514
749.310727,272,34.137323
738.912276,269,34.972264
854.146991,304,36.203938
1094.081514,378,37.867352
1177.871395,389,39.668504
813.344215,302,40.605648
961.546125,316,41.622731
1172.1226,384,42.828546
1174.973248,429,44.185644
838.558799,282,45.04946
898.401368,303,45.978594
676.985883,239,46.754031
840.548473,274,49.230712
836.111752,343,50.630259
622.974641,239,51.718129
760.439615,261,52.906108
732.547336,264,54.149473
127.246604,246,55.025359
781.228303,252,55.797662
719.414571,241,56.542171
771.710036,260,57.358035
713.439296,252,58.13521
559.984001,205,58.805759
642.396331,231,59.519915
679.342155,254,60.344868
792.23906,273,61.214023
856.507841,294,62.18844
791.426414,281,63.064978
766.521042,281,63.938821
801.041008,278,65.034395
763.677788,261,66.147995
876.985387,306,67.495281
624.161398,233,68.551527
0.23584,115,68.987953
818.725423,294,69.898128
789.477487,262,70.735184
641.437989,229,72.76481
728.598908,247,73.529077
690.943416,241,74.280351
668.4014,242,75.08827
757.196446,274,75.91933
890.655259,358,77.090339
1029.334227,364,78.225168
832.732914,319,79.422317
1283.443784,513,81.701632
1234.539014,403,83.568805
1127.091759,375,84.727703
1196.891968,392,85.925141
1232.633669,407,87.187756
748.350059,277,88.051102
133.890461,89,88.327989
868.745878,299,89.268131
687.539008,245,90.048875
885.369695,292,90.95275
815.66085,286,91.856788
761.92247,266,92.704468
745.821921,255,93.539808
719.675369,249,96.330088
841.218795,266,97.594846
731.847763,247,98.372911
