#{"t_start": 1734883695.480855, "env_id": "Walker2d-v4"}
r,l,t
781.860404,310,2.790951
1032.294186,334,3.829942
737.44554,258,4.644546
921.227481,324,5.672657
708.918931,271,6.755228
18.245275,32,6.882139
736.428624,269,8.076876
666.609861,255,9.259802
688.014994,262,10.547267
700.191434,247,11.304863
919.231164,300,12.254981
896.712706,295,13.17
810.674469,286,14.05927
641.190178,250,14.82107
434.463935,199,15.433013
611.332646,248,16.233956
788.654446,294,17.13265
1162.247354,390,18.327914
735.212459,309,19.305224
1636.570067,583,21.390923
1449.519824,460,23.361138
833.828957,303,26.737355
952.797995,354,27.839917
899.806117,331,28.864089
1080.009427,356,30.013538
874.317584,302,30.982551
1083.169179,332,32.078102
1478.063605,476,33.543293
940.870636,319,34.522532
126.674614,94,34.817116
829.804958,281,35.925624
1118.48934,359,37.472042
1511.501124,491,39.71123
855.726573,327,40.725531
924.186558,306,41.714318
1248.81922,393,42.951677
1193.337018,382,44.160072
758.033299,282,45.023374
771.655792,261,45.817248
836.523673,299,46.779794
804.184506,278,49.283872
891.960977,346,50.708919
836.340765,276,51.950709
814.997593,314,53.377398
763.341005,270,54.572845
773.259095,263,55.420158
717.671522,237,56.150149
746.473414,236,56.892044
779.31707,250,57.664312
843.830427,284,58.569364
668.832184,239,59.318846
751.519388,256,60.138844
794.823832,262,60.981789
824.632935,277,61.892462
798.578229,269,62.728398
712.535353,245,63.503934
742.54156,254,64.292573
888.998762,297,65.596902
761.412785,268,66.733437
668.811187,252,67.880491
718.403644,251,68.952256
712.534979,251,69.728306
584.802037,219,70.425283
596.917508,222,71.122033
37.897775,140,72.874987
695.851058,249,73.647579
741.804436,256,74.442047
648.52138,241,75.248395
616.876276,255,76.029035
742.882259,269,76.911678
833.908602,343,77.991198
1288.794773,441,79.604794
807.252066,287,80.873404
1229.299446,430,82.931301
708.183889,265,83.919997
839.132814,330,84.93659
814.677681,310,85.874564
1129.891344,371,87.032498
824.550951,300,87.958752
777.452084,271,88.80285
772.273005,268,89.647085
667.411942,251,90.439883
953.309548,316,91.433803
917.700516,308,92.40084
666.966121,235,93.148961
801.989103,261,95.855154
849.550397,277,97.158652
759.790502,257,98.137334
652.865151,233,98.839058
809.794774,266,99.684612
758.708793,258,100.495917
785.34031,263,101.347217
753.631561,272,102.225681
553.08111,215,102.951061
598.974321,241,103.727094
597.122209,241,104.48042
797.251542,271,105.348478
814.66551,267,106.188678
846.613434,306,107.176541
546.465468,237,108.115075
528.893285,199,108.984409
496.751018,193,109.821019
460.46555,192,110.706532
509.932061,195,111.59961
551.959098,216,112.473203
416.106135,181,113.069587
531.841848,230,113.819768
521.588598,204,114.481355
550.039745,237,115.227013
477.440293,199,115.90737
522.765664,227,116.626949
487.45625,210,117.291436
506.021856,205,119.146728
530.276683,206,119.826148
481.449832,207,120.50508
522.436968,216,121.201934
523.237321,212,121.875898
681.13672,242,122.941146
452.786835,189,123.809148
548.402388,250,124.956931
531.699311,209,125.981556
461.992822,189,126.711333
575.602008,237,127.482534
177.975063,117,127.847784
3.284488,124,128.254769
616.389066,372,129.43777
465.70965,202,130.078938
494.421163,211,130.755021
479.350458,202,131.416359
517.243155,209,132.077317
437.933639,183,132.674857
459.685137,204,133.31523
480.286013,203,134.038712
556.55174,244,134.811881
417.10704,187,135.403588
514.627218,211,136.086129
548.691814,212,137.011475
432.854479,181,137.82657
482.672367,191,138.655582
553.567707,227,139.717572
542.815542,217,140.728909
480.766626,191,141.408671
459.400758,188,143.117284
527.640335,223,143.83328
724.50258,266,144.71453
535.894123,217,145.395504
742.452667,245,146.175477
720.382916,245,146.95284
604.330168,219,147.642183
534.913156,201,148.265747
746.512667,286,149.179578
725.552788,243,149.94123
731.416747,278,150.803317
561.545222,221,151.776876
592.674796,224,152.818109
614.722958,216,153.839728
635.509883,230,154.972033
387.218524,170,155.753513
640.434878,224,156.503497
567.390369,246,157.302623
55.422377,177,157.88473
609.234598,307,158.867149
554.574553,207,159.528339
