#{"t_start": 1734883695.4523356, "env_id": "Walker2d-v4"}
r,l,t
872.91383,319,2.84842
693.475382,258,3.652833
761.738817,273,4.500293
819.285096,291,5.417994
864.498724,304,6.529033
896.733292,303,7.892731
712.158735,276,9.158425
930.59217,305,10.627988
403.166178,167,11.138973
738.842037,246,11.913167
720.794688,265,12.721411
669.177396,249,13.49757
776.278805,273,14.344724
731.866818,284,15.2194
766.476703,285,16.137844
775.150303,288,17.009845
1075.930768,347,18.072926
473.369533,228,18.769999
1040.61666,405,20.065164
1106.014719,426,21.736147
1400.259609,500,26.171183
1159.658693,406,27.443872
719.056817,266,28.276752
800.386304,291,29.186256
843.216202,296,30.134153
805.251257,287,31.063171
759.956411,279,31.993393
893.44206,328,33.006653
980.398141,335,34.0434
779.842637,265,34.849802
820.973893,292,36.008025
938.112259,316,37.376563
1606.023208,539,39.796333
814.46017,311,40.758445
781.273711,276,41.655597
747.156878,272,42.507802
1220.522199,397,43.762144
895.29302,318,44.751455
790.300676,289,45.624247
767.69567,269,46.505399
900.905798,335,49.166674
942.450747,381,50.696702
744.30046,285,51.981785
735.902793,272,53.223521
790.471817,311,54.599434
725.662172,240,55.379081
725.427665,240,56.117292
678.991842,241,56.871104
745.084323,241,57.612034
778.425555,257,58.438281
701.575957,251,59.226275
752.79702,258,60.058561
755.46674,258,60.874395
698.20408,255,61.710488
766.959204,271,62.570723
673.997691,248,63.345713
765.983282,254,64.134426
773.038521,258,65.206247
782.334656,283,66.419008
779.032587,276,67.648232
785.930268,276,68.874311
69.195677,206,69.526381
741.618179,244,70.292339
770.252834,296,72.529515
650.401675,225,73.23725
753.171462,260,74.040629
696.590288,246,74.840766
784.967866,277,75.708573
711.924524,254,76.550161
1036.760886,342,77.618688
1126.002188,369,78.775424
1270.299908,458,80.783328
783.228424,284,82.083685
720.967977,268,83.385076
783.194439,322,84.401773
1103.787791,391,85.600486
1088.248779,366,86.741521
1097.318154,356,87.835294
783.264209,276,88.691372
834.265726,288,89.599823
952.644818,318,90.598586
717.696777,271,91.45856
852.144365,297,92.389396
828.294205,275,93.268583
738.384752,255,95.990814
792.791811,266,97.237188
832.237242,279,98.260344
779.567621,270,99.098752
629.435286,235,99.833465
744.869369,246,100.604862
781.841822,275,101.500432
694.192992,260,102.34658
731.731818,261,103.205101
553.223207,224,103.934479
703.997661,243,104.69196
530.020551,226,105.413217
822.406095,286,106.334602
746.273426,253,107.137127
738.073315,259,108.146097
472.026428,181,108.943542
564.271564,233,109.949821
525.165026,192,110.838789
540.249494,215,111.839965
530.19031,200,112.585705
593.733836,221,113.313148
555.604451,244,114.118241
482.59487,200,114.743101
542.400761,212,115.431452
502.552392,220,116.161898
488.146473,208,116.831588
493.220161,215,118.699201
509.692416,213,119.389764
508.447857,219,120.130361
449.145361,190,120.734276
495.330092,204,121.397463
692.884353,243,122.248444
506.818395,204,123.159732
247.688195,156,123.887026
482.085684,187,124.731453
517.236301,213,125.755816
472.725608,194,126.607948
504.220174,212,127.283863
464.328487,221,127.985197
44.865771,194,128.615944
458.384309,182,129.190624
465.984843,183,129.78049
410.507148,170,130.317428
473.330864,209,130.993207
518.341011,229,131.743894
435.796483,191,132.334822
457.124278,190,132.956721
436.075978,192,133.590123
552.206081,216,134.309486
518.891564,218,135.023077
533.042317,219,135.720151
523.751907,205,136.424876
484.402968,202,137.343174
229.264979,122,137.914435
485.481627,193,138.743994
444.073458,189,139.621092
72.182086,200,140.55983
509.071646,207,141.359136
504.980222,211,143.142664
593.320394,210,143.820867
547.194226,226,144.573567
487.971643,197,145.197528
733.329523,255,145.990211
494.034175,203,146.646341
509.581357,221,147.337503
565.110287,221,148.037442
615.021379,236,148.770472
780.250348,264,149.606289
478.28813,212,150.284495
433.108451,174,150.815759
604.031879,234,151.847091
587.523559,219,152.861589
435.495101,173,153.675737
529.420921,199,154.624114
542.376611,213,155.676834
610.578852,211,156.398608
398.290421,158,156.917172
469.82111,254,157.74862
704.441071,242,158.519652
571.110142,213,159.198629
741.673391,255,160.010489
638.11875,261,160.848684
733.210725,261,161.68178
68.422043,200,162.313779
514.950736,199,162.990216
656.480903,409,165.699609
526.204604,290,167.011002
527.143608,202,167.908321
-1.417707,159,168.623775
12.022226,191,169.539309
540.709362,241,170.574296
649.227034,290,171.511877
575.075207,238,172.296595
766.447822,276,173.170608
814.523693,278,174.076537
773.039208,272,174.937402
861.389824,376,176.162434
619.342325,244,176.912852
715.9986,257,177.709247
793.410992,310,178.719349
540.71284,214,179.416369
778.195273,270,180.269733
808.891817,272,181.430628
699.572683,245,182.510872
491.753741,213,183.482856
749.014659,254,184.675528
734.382571,261,185.642007
789.411609,271,186.508702
747.041118,256,187.309322
746.334923,257,188.119081
830.666687,290,190.44311
773.900758,276,191.319286
786.748391,279,192.228664
58.022158,149,192.690346
1157.925247,383,193.90496
503.568445,203,194.561646
850.023563,301,195.763009
730.324737,276,197.037584
661.902635,273,198.233187
19.124751,153,198.905978
1092.84547,362,200.185452
772.621486,290,201.069818
57.149477,193,201.673298
751.192084,263,202.491454
764.266945,262,203.303387
451.491572,216,203.975174
748.622152,288,204.911731
871.67309,297,205.869189
773.981129,273,206.74228
700.59539,262,207.568397
