#{"t_start": 1734883695.4622555, "env_id": "Walker2d-v4"}
r,l,t
819.952477,318,2.835939
976.699627,306,3.785869
826.941475,287,4.690492
780.027226,287,5.59143
889.526005,311,6.820683
1142.855298,379,8.472904
808.797891,278,9.817456
994.076259,342,11.164667
31.283437,57,11.329863
623.82581,215,12.027539
933.780492,311,12.976111
900.438362,307,13.926579
698.467594,258,14.72827
888.401934,314,15.688564
814.294802,280,16.584691
1305.381929,411,17.845875
856.366718,346,18.905412
1131.456379,431,20.29933
872.078599,336,21.644534
1063.018322,401,23.365495
1216.410337,418,27.116834
761.153813,282,27.9901
996.878716,356,29.104644
1246.210913,395,30.363513
864.735172,288,31.302379
1157.063202,371,32.497274
1342.029581,424,33.816279
786.71041,281,34.662811
880.736075,299,35.778563
1098.470408,363,37.363594
1615.916716,535,39.769893
745.510339,284,40.655154
738.189576,278,41.553997
783.021111,285,42.442412
1168.211339,394,43.688574
735.066165,272,44.536908
815.789586,278,45.389407
798.047981,304,46.368949
840.540725,325,49.004222
961.204741,390,50.505575
834.755596,317,51.929247
777.870102,264,53.131991
826.368534,325,54.57303
663.726861,228,55.318999
778.740771,275,56.16322
712.811555,234,56.896558
775.706637,250,57.663858
672.548193,232,58.412247
808.497771,275,59.276426
565.274365,224,60.001431
767.726884,256,60.812632
725.715342,256,61.651418
751.639849,255,62.458569
951.489365,297,63.389575
753.141158,252,64.168819
768.160627,269,65.300426
812.273957,284,66.513071
658.321721,241,67.607254
751.039472,253,68.755642
631.28609,232,69.500718
667.234514,239,70.247444
703.017815,263,71.075301
836.301823,317,73.373809
727.580921,247,74.136239
717.79345,250,74.97261
727.616865,264,75.782619
1084.618897,378,77.005434
86.828284,208,77.664328
841.831693,332,78.702628
881.617028,337,80.151191
1383.971829,543,82.671905
1072.14262,346,84.006311
1470.421065,483,85.489337
389.879712,165,85.996816
1151.113518,373,87.152605
728.554795,278,88.013771
776.436385,273,88.868709
974.771012,323,89.888739
780.088029,273,90.733078
1120.08153,359,91.877614
852.326372,294,92.810168
724.172192,249,95.348168
949.623162,340,96.84977
53.477456,128,97.502205
867.60004,282,98.420393
858.720346,285,99.32157
776.571795,266,100.14772
674.035997,245,100.91539
713.586966,253,101.761573
823.484159,290,102.704349
462.457904,213,103.388301
505.378394,223,104.109251
445.272336,194,104.716473
814.489418,290,105.63539
739.616552,254,106.487111
740.986162,248,107.252908
688.739981,261,108.300547
478.354487,183,109.109249
405.357229,175,109.86542
590.210737,224,110.901365
569.966496,212,111.895867
433.592022,190,112.588773
462.605339,182,113.179484
522.012061,200,113.840533
553.199618,222,114.554353
520.821397,215,115.233953
495.69158,239,116.038243
474.613544,214,116.722649
520.763891,206,117.374265
489.95963,205,119.227264
449.826501,179,119.823573
467.947482,199,120.475071
495.138594,202,121.13114
484.617741,201,121.772182
649.752312,229,122.73827
303.422059,172,123.52181
495.301351,192,124.384305
91.813516,86,124.774095
495.205552,202,125.741776
85.348771,92,126.234748
454.502861,190,126.866677
535.224373,279,127.769494
-2.036296,105,128.100176
473.584779,240,128.870279
423.805846,180,129.451029
484.33676,208,130.106074
488.204542,207,130.77281
500.271472,212,131.467324
428.87188,177,132.031056
461.056385,210,132.71362
496.533174,235,133.470538
459.470398,193,134.135437
462.627774,177,134.699721
476.335267,197,135.326711
504.813217,212,136.009112
543.245252,218,136.925866
560.502769,227,137.937607
578.272711,234,138.965281
528.006165,203,139.932956
536.131864,210,140.9295
538.446779,202,142.645384
497.606945,201,143.31018
483.201207,189,143.936805
469.271173,187,144.561283
548.238423,218,145.247822
734.337117,249,146.029453
774.9646,267,146.870773
510.006456,208,147.534034
237.332284,142,147.979465
491.13153,198,148.598778
764.256175,265,149.439308
741.146204,254,150.245896
426.895506,192,150.83444
491.026792,205,151.745007
509.692777,208,152.719078
521.227583,202,153.653363
499.307184,200,154.610794
494.685751,183,155.521546
604.611201,222,156.31555
746.591042,280,157.226631
498.290326,329,158.298747
574.41317,223,159.013773
524.232777,192,159.62546
717.106423,257,160.422643
663.105506,290,161.363582
682.897663,249,162.16495
690.037121,239,162.967026
703.878153,244,163.781276
-5.636046,137,164.218817
783.139315,456,167.58119
85.704965,134,168.179558
887.745592,321,169.705012
488.366659,197,170.543413
740.420743,275,171.432049
536.52992,210,172.133837
50.918286,167,172.651129
873.604611,310,173.642472
988.120086,409,174.95804
863.158687,324,176.015157
725.652963,248,176.777471
762.775148,269,177.615484
84.88849,215,178.31278
20.083774,71,178.552483
785.155291,292,179.496234
889.382746,380,180.85566
793.182732,283,182.096261
667.444531,245,183.16531
662.631709,244,184.305943
784.697134,262,185.395386
761.164968,248,186.199708
764.357335,255,186.997268
821.486222,314,187.979192
830.021703,273,190.260445
862.675234,291,191.183659
751.637049,284,192.106298
1041.228309,348,193.203387
750.565258,330,194.250022
702.725792,276,195.217294
