#{"t_start": 1734868396.0549357, "env_id": "Walker2d-v4"}
r,l,t
-4.517946,8,2.347455
-1.722832,31,4.509824
0.533882,10,5.419364
-2.161218,14,6.79612
4.11412,20,8.052461
2.420839,21,9.568594
1.261651,13,10.30834
-4.330798,10,10.851012
4.709376,15,11.687323
1.375682,13,12.412251
-4.43167,9,12.911294
-0.05534,33,15.114991
-8.088047,11,15.741154
-0.03261,25,17.320871
-2.881604,17,19.374325
-4.507457,10,20.354574
-2.661412,13,21.105871
-4.249584,22,22.319086
2.004255,25,23.702328
-5.636998,26,25.474259
-5.318596,19,26.54334
20.458762,39,28.748519
-1.241759,10,29.298598
-1.766379,8,30.144889
-0.984361,9,30.884196
-0.989784,24,33.136021
0.077904,10,34.01039
1.135387,12,34.67181
0.135382,10,35.238311
9.432012,39,470.075034
0.555941,17,471.026124
7.165877,29,472.695846
-2.322798,10,473.986504
0.324767,16,474.897374
-1.702966,16,475.787379
0.487381,11,476.392034
-3.687867,19,477.490025
1.171849,14,478.754077
2.774855,23,481.475114
6.835466,17,482.442332
4.642911,14,483.228296
-2.300574,12,483.919055
1.290678,21,485.171621
29.430818,52,488.926689
3.91297,18,490.031576
0.842432,22,492.615715
-1.402062,12,493.826446
-2.148072,11,494.590787
4.532266,18,495.720997
-5.807792,23,497.07932
-2.607834,27,499.424486
3.344803,15,500.307377
1.657177,18,501.366463
-4.757007,27,502.867721
-1.793389,16,504.773891
-0.316283,22,937.491515
3.128762,23,939.418339
11.547689,35,942.887625
1.366387,14,943.719419
-2.434435,20,944.854235
-3.682056,10,945.416385
40.651927,56,949.261509
1.76966,19,950.32893
30.108766,49,955.121224
-2.016129,15,955.9548
0.773131,18,956.958181
8.225014,20,958.058213
17.65235,40,960.968415
4.861059,19,961.998941
12.497616,36,963.970746
-1.018208,9,964.450456
4.767665,14,966.585374
4.693283,16,968.053741
10.990469,24,969.380364
2.494469,38,972.249956
2.876422,23,973.53169
6.186528,16,1404.591646
8.338189,27,1406.085885
-1.333178,15,1407.616851
7.121064,27,1409.103871
44.456024,52,1414.172338
-2.362846,11,1414.801217
5.027327,16,1415.720342
3.54492,25,1417.098818
17.120735,34,1419.674496
0.754347,22,1420.889767
0.150642,29,1422.461036
1.930276,13,1423.193189
-2.508247,17,1425.827259
5.477334,15,1427.021569
1.023234,12,1427.675501
22.423881,70,1432.310575
1.873987,15,1433.131584
1.775677,12,1433.789119
18.141186,37,1435.831768
12.324343,45,1440.503277
0.772037,23,1871.441104
11.24337,60,1875.553402
32.056137,47,1878.915928
21.574121,49,1882.562048
41.773165,47,1886.229798
10.291316,25,1887.605006
11.275477,22,1888.793221
4.798352,30,1891.204275
14.785789,28,1892.77424
-1.531696,10,1893.318288
7.119981,27,1895.764699
28.678579,51,1899.625253
13.872742,43,1902.713277
9.558201,27,1904.208441
