#{"t_start": 1734868395.8763843, "env_id": "Walker2d-v4"}
r,l,t
0.122845,11,2.682491
-0.541479,12,3.375442
-5.689185,15,4.5906
17.150338,28,7.201224
-4.647657,12,7.922697
14.989216,35,10.25276
-2.221172,9,10.754571
0.666264,25,12.129495
-4.92914,11,12.745297
-1.512424,19,14.154131
-3.138575,11,14.774628
1.739315,20,15.911083
6.043,23,17.293484
9.08148,30,20.595569
17.779215,36,22.600638
0.92015,18,23.591534
1.368121,29,25.532934
1.618563,27,27.055974
0.2906,12,27.722031
-1.017364,22,28.971736
1.062052,21,30.547941
-2.793329,15,31.931725
2.555844,21,33.944031
-2.930509,7,34.402821
-1.871817,27,35.901348
3.651909,22,469.798205
-2.382428,17,470.746624
8.600961,36,472.810051
-2.009592,12,474.214703
1.784303,20,475.351503
1.426031,12,476.011408
12.358365,25,477.376896
1.868047,29,480.976991
-5.792558,20,482.088161
-4.111691,20,483.23489
3.078067,22,484.513046
-0.087227,32,487.102943
3.636239,20,488.27871
12.892389,22,489.559793
-1.922174,14,490.430218
-2.590876,27,493.685395
-5.897639,23,495.348945
2.468472,16,496.319335
14.140546,25,497.769844
3.061607,22,499.821728
5.983507,19,500.953842
1.498222,18,501.984365
-1.964251,8,502.4381
3.13231,18,503.456381
2.172314,15,505.477575
2.094951,26,938.411756
-4.600768,26,940.832161
1e-06,12,941.741306
9.771475,23,943.8337
-0.210374,14,944.634853
27.937436,51,947.509347
-2.421172,10,948.76387
2.730145,13,949.489179
-7.918803,15,950.338863
1.021459,12,951.011709
2.094255,16,952.357379
-0.921039,11,953.341224
4.646398,14,955.346706
-0.060049,23,956.620766
-4.962451,11,957.239573
-1.884494,12,957.896089
0.380881,10,958.444335
4.158594,19,959.487746
18.497427,52,963.039485
30.768042,56,967.972003
-1.933766,24,969.387794
0.045988,21,970.55024
3.54358,17,972.235839
-1.576975,20,973.373037
12.005686,29,1405.15422
16.787389,41,1408.115396
4.659492,23,1409.379182
10.214884,33,1412.204636
3.73867,16,1413.564245
6.290295,17,1415.254431
4.213885,25,1416.677345
28.177971,41,1418.903582
1.776583,16,1420.511995
3.357205,20,1421.598155
10.117834,49,1425.992211
-0.108678,20,1427.464701
16.397071,31,1429.170891
-6.055522,15,1430.003642
41.841947,64,1434.307986
2.483207,17,1435.239422
17.964505,55,1440.45331
7.282111,40,1872.343941
25.875491,93,1879.028709
1.159819,20,1880.120745
35.13035,51,1884.227412
-2.414648,15,1885.799962
8.300436,28,1887.331603
6.143591,17,1888.257403
3.197507,16,1889.128111
-4.305448,19,1890.930297
7.236124,33,1892.780915
36.972808,81,1899.26492
1.518626,13,1899.963242
-2.758482,9,1900.455351
-1.55456,17,1901.376618
28.158856,62,1905.584289
0.583688,11,1906.198936
