#{"t_start": 1734881953.2897005, "env_id": "Walker2d-v4"}
r,l,t
-3.091642,12,5.697157
2.525337,20,5.758838
14.957329,30,5.856621
2.219891,16,5.906388
18.343747,27,5.998141
-3.601624,17,6.069348
0.90667,14,6.126273
3.50488,28,6.236348
-2.196177,22,6.316636
4.793662,18,6.37105
7.226663,44,6.512114
5.244291,26,6.596257
26.955698,53,6.782695
146.970172,220,7.611555
330.615832,217,8.699207
404.179319,277,10.05123
-5.737861,10,10.096035
135.175578,191,11.00326
101.389932,151,11.734108
70.903747,112,12.276153
60.888224,97,12.704929
87.040363,136,13.162173
71.426284,105,13.500184
35.368914,59,13.712276
101.488674,136,14.169329
56.530039,86,14.485875
59.391131,89,14.801663
81.875523,115,15.218147
-6.088884,10,15.253151
108.73228,149,15.748327
70.567534,97,16.063186
92.86546,126,16.465911
131.263391,174,17.053687
41.972798,64,17.274288
26.236959,46,17.417836
82.665904,114,17.798781
-3.446335,9,17.82997
-6.098983,9,17.861321
69.990896,105,18.225817
67.078144,98,18.544626
52.854981,82,18.831683
80.975161,113,19.215226
108.221154,142,19.695119
102.454748,143,20.174301
332.794346,212,20.861157
75.341787,104,21.21221
108.237296,139,21.672803
132.013876,159,22.180268
414.178335,292,23.380187
48.761666,72,23.691497
50.486399,73,24.038264
81.253882,102,24.498936
90.916633,117,25.001076
75.583779,97,25.494657
75.758317,97,25.961913
64.726242,87,26.371322
58.728547,80,26.748668
95.367403,118,27.250614
54.515829,73,27.501903
87.354815,108,27.847404
58.419872,81,28.105852
-5.120086,9,28.134311
54.489303,71,28.364289
79.251614,103,28.70712
198.716286,222,29.428779
86.293771,109,30.5603
82.127714,109,30.917639
71.864594,96,31.243207
80.872412,101,31.605098
78.220034,100,31.937797
63.501067,87,32.219467
283.132661,163,32.757471
77.530657,99,33.100442
117.019412,137,33.544093
343.553312,223,34.316418
361.203566,240,35.165902
99.337454,122,35.621528
44.585335,69,35.853058
398.083075,277,36.830421
432.728706,311,38.15617
81.571311,100,38.652089
-0.310502,13,38.713321
315.611191,196,39.590496
125.955896,149,40.315411
107.412818,128,40.910383
57.89021,75,41.288173
3.582979,19,41.382143
87.191477,107,41.842645
149.692992,175,42.428329
