#{"t_start": 1734881953.3004348, "env_id": "Walker2d-v4"}
r,l,t
23.783971,46,5.792535
-10.250689,20,5.859919
2.722503,27,5.944612
-1.908756,12,5.988094
3.201613,12,6.039136
7.232606,33,6.166625
13.564466,31,6.290043
1.640245,24,6.363177
4.093567,16,6.417004
49.363717,61,6.621612
309.583194,186,7.233515
-6.308812,10,7.275846
77.130172,145,7.963562
113.902899,179,8.921038
-7.481727,8,8.960988
-1.895388,10,9.004968
-4.802756,12,9.064183
83.292621,143,9.730037
376.924955,253,10.922044
86.132975,143,11.615922
90.458263,131,12.254868
43.448288,74,12.604775
86.272781,133,13.054488
-6.378531,9,13.085586
-4.128506,10,13.118468
77.058184,121,13.510294
-2.635462,18,13.581844
92.505669,133,14.0317
56.381275,85,14.321346
75.331201,106,14.70712
94.76709,132,15.190544
4.819505,25,15.276273
-5.782939,9,15.308103
5.304662,25,15.391709
16.822502,40,15.527755
68.677275,107,15.872293
54.709895,82,16.143058
-1.907336,13,16.185441
64.217385,96,16.488602
20.463204,34,16.621196
99.369147,141,17.087648
-2.305575,8,17.114005
97.434444,133,17.54747
-6.909544,11,17.581966
113.512239,153,18.107613
57.295562,82,18.384093
83.494027,113,18.765672
379.824919,256,19.632034
89.338362,118,20.017274
72.00941,99,20.351286
138.048897,165,20.888163
-1.711174,8,20.915191
80.586094,105,21.274155
87.170854,118,21.662721
78.820733,111,22.016631
62.399968,84,22.298221
66.123911,90,22.59848
66.898186,93,23.042284
77.491886,106,23.506461
50.80005,72,23.832862
41.446008,61,24.124263
3.977845,20,24.217649
5.804331,21,24.313689
76.761806,100,24.751898
7.383804,22,24.843173
115.694909,142,25.534492
110.382339,135,26.178832
55.046653,74,26.526695
57.334254,80,26.901103
72.204033,99,27.291677
104.329779,129,27.725082
73.536022,97,28.031159
-2.630547,9,28.060437
86.824923,110,28.414428
46.695559,66,28.63499
59.155779,81,28.900095
11.759378,26,28.987365
54.306057,74,29.231542
84.865224,106,30.349669
2.150664,14,30.394208
52.99807,73,30.640058
62.145221,85,30.909893
392.971432,271,31.847108
174.666478,198,32.479195
83.470022,105,32.857217
411.078112,288,33.815818
3.330131,18,33.883241
34.863329,49,34.044785
69.108613,91,34.354671
114.553445,138,34.876093
99.195006,119,35.26635
49.583194,67,35.533684
92.82412,112,35.905984
104.46966,126,36.382695
65.887588,83,36.652577
15.440512,31,36.762527
110.063835,130,37.259152
293.252069,208,38.197758
73.351942,97,38.670492
324.966633,203,39.58357
1.000709,13,39.64589
0.778042,15,39.721082
119.61706,143,40.405849
-0.601812,14,40.469403
296.581864,175,41.326378
116.15565,140,41.912318
81.808822,106,42.274398
130.945902,152,42.767263
56.900853,79,43.025839
52.944074,71,43.256477
393.398928,271,44.148581
10.140935,25,44.229429
343.45139,222,44.987494
342.954902,220,45.757211
341.934037,220,46.471941
35.665262,51,46.628258
20.166999,32,46.736331
324.400805,202,47.401772
-4.822778,9,47.432617
337.645308,215,48.137405
-2.437408,11,48.181068
213.627899,229,48.940686
-6.807103,9,48.971452
-1.769235,12,49.009465
-2.115646,11,49.046305
114.942558,133,49.490381
91.168023,109,49.867723
413.258836,291,50.82817
110.011786,130,51.270941
74.503821,94,51.579315
403.269107,281,52.809835
298.114976,178,54.928177
321.277937,201,55.908984
58.171594,76,56.25229
338.551381,217,56.982268
-0.695125,12,57.03479
-3.692342,9,57.071543
158.777465,183,57.693699
310.054247,188,58.324432
300.344871,180,58.90292
-0.712862,11,58.940203
334.353677,212,59.61842
0.594232,14,59.672401
0.390962,15,59.71787
88.445621,112,60.072899
78.371492,101,60.41004
318.839007,198,61.082074
267.517803,151,61.588897
319.777467,198,62.246454
-7.350849,8,62.273289
357.671298,236,63.034666
312.105678,192,63.662363
293.996128,178,64.250265
256.449716,141,64.694281
368.464895,247,65.519285
322.528435,211,66.210574
4.511083,17,66.2851
-0.540225,12,66.345424
230.995508,119,66.861708
1.304027,13,66.924262
259.173075,161,67.639178
4.902235,18,67.714922
241.554384,128,68.262395
224.826506,127,68.808553
284.310838,163,69.604343
292.878174,174,70.414417
259.635702,143,70.977446
340.446596,217,71.677123
295.142195,174,72.256138
310.080919,189,72.844037
293.963559,173,73.423412
-6.810748,8,73.452318
223.687299,116,73.82921
386.853359,268,74.709352
246.755139,132,75.12286
270.359197,153,75.603209
234.352025,126,76.017652
293.331227,172,76.579287
260.563971,145,77.903454
304.995057,183,78.49991
269.353124,154,79.009392
317.223097,196,79.649474
290.071339,190,80.250322
4.840729,17,80.304448
2.851821,15,80.35974
235.371828,145,80.874568
309.52795,188,81.703851
4.619307,17,81.77048
311.032881,190,82.629439
322.532584,201,83.503591
295.035115,174,84.340189
280.416918,161,85.036733
291.20079,170,85.580778
326.735358,206,86.26444
305.684916,184,86.855782
291.559541,171,87.396746
299.750238,181,88.020288
302.313017,181,88.577487
48.550982,57,88.777015
302.480306,181,89.372065
365.20767,241,90.143008
280.507445,161,90.663303
292.486715,173,91.21809
293.15546,173,91.782391
287.181962,169,92.305575
295.027254,175,92.871374
290.562907,175,93.41956
301.453763,182,94.015925
312.021753,199,94.660107
46.935414,56,94.85395
406.331293,291,96.159767
286.204277,192,97.006977
326.436312,209,97.938097
187.687632,167,98.735041
332.056044,242,99.706159
47.241491,57,99.882907
234.475432,172,101.378506
276.324715,180,101.940261
243.357798,175,102.495627
332.967587,226,103.191302
307.505863,190,103.801695
298.925011,181,104.368364
283.849537,179,104.939213
298.129812,183,105.526287
71.574975,116,105.901152
295.666447,176,106.461329
306.066475,183,107.047055
289.506058,175,107.629812
272.990216,159,108.13979
324.115866,202,108.811595
277.869846,169,109.421419
295.724874,178,110.207962
297.776655,179,111.001005
281.472334,167,111.761014
299.004492,181,112.623424
293.235993,172,113.413665
288.558632,176,114.082701
308.08878,188,114.671966
316.891361,196,115.318672
280.365677,163,115.851106
306.649832,185,116.426615
295.568072,181,117.011279
327.106689,204,117.6995
73.410272,105,118.047099
290.990213,174,118.60132
739.729203,521,120.38803
741.584548,563,122.219949
1046.620634,859,131.329645
1096.691594,1000,134.5653
975.656183,780,137.062591
627.686014,458,138.704032
666.578972,490,140.805128
626.206693,452,142.772217
683.392962,517,144.422908
523.971125,344,145.515711
764.246865,577,147.351735
581.582263,404,148.638998
536.096854,353,149.755089
529.006742,350,153.912675
451.747123,267,155.074623
527.433773,357,156.761307
508.094755,309,157.843371
485.561035,299,158.820606
579.29393,386,160.14511
457.276099,276,161.027996
389.915524,228,161.759293
390.640983,220,162.45921
386.54575,221,163.167485
786.435532,596,165.159352
402.13934,232,165.918026
378.032862,215,166.601606
397.911054,219,167.464436
400.940315,226,168.466893
382.276233,220,169.413248
418.116828,239,170.554049
407.936249,237,171.623335
391.426871,216,172.329208
397.112031,225,173.028074
376.658837,202,173.693328
371.850725,211,174.370044
441.403587,266,175.22496
391.797078,214,177.018496
431.789705,254,177.86947
157.260396,193,178.485229
385.463554,210,179.177583
390.058593,208,179.870569
412.237479,229,180.603853
80.784179,120,180.980091
347.595344,179,181.603712
385.297534,213,182.534234
415.768639,237,183.596156
376.295227,210,184.535611
352.774781,179,185.381313
400.671245,216,186.318145
357.508872,192,186.925489
384.288934,207,187.588392
356.276369,185,188.168868
376.623975,199,188.811954
373.223087,195,189.463202
