#{"t_start": 1734881953.321756, "env_id": "Walker2d-v4"}
r,l,t
-3.068457,9,5.652415
15.551031,32,5.756258
1.19257,13,5.793393
-4.557938,23,5.872375
1.029713,12,5.908898
1.590699,15,5.963469
11.078097,22,6.055656
2.050445,17,6.119384
19.509262,37,6.261218
2.375947,20,6.325504
41.886165,74,6.565946
52.894476,69,6.801293
80.225208,137,7.261914
389.533135,269,8.577979
-1.956926,12,8.653918
90.393203,151,9.435054
-3.464288,8,9.467809
96.050303,156,10.185112
95.429433,165,10.968225
162.663333,212,11.998401
95.237529,143,12.654008
-5.241412,8,12.678366
53.892481,94,12.996682
-6.711956,8,13.0263
-6.24924,10,13.059307
81.92668,124,13.4568
63.22302,98,13.796063
316.943165,197,14.496475
57.292169,88,14.808414
77.401774,114,15.218912
96.807699,132,15.657418
5.478009,21,15.723864
62.426565,102,16.058087
102.991846,136,16.498419
37.007286,51,16.684962
83.828416,115,17.063963
74.22489,102,17.395714
71.229559,102,17.734421
59.723468,89,18.033258
87.557025,104,18.392543
62.994762,85,18.672709
107.837247,135,19.140532
100.814296,132,19.580694
98.16757,129,20.0097
153.133683,184,20.619902
50.247716,75,20.86195
60.947568,85,21.141275
1.639858,21,21.222898
4.792277,20,21.289214
73.176318,101,21.622732
81.922061,110,21.974896
65.849406,90,22.274683
0.814039,13,22.316705
107.716209,128,22.820143
85.758673,113,23.340035
76.214494,103,23.789925
40.403194,64,24.091058
4.905335,22,24.197485
43.336119,61,24.468643
3.877871,20,24.560781
348.758863,226,25.622854
9.760179,25,25.747175
76.738679,103,26.232461
101.1133,122,26.802335
1.913736,17,26.881068
67.148338,85,27.224302
5.631189,21,27.296423
54.523922,75,27.553529
50.069966,73,27.784467
70.849298,90,28.07175
78.519229,106,28.411878
98.034614,120,28.808972
65.275896,87,29.100021
54.308485,73,29.335229
-0.632593,11,29.373217
93.85884,117,30.525372
335.460226,213,31.237779
39.701143,56,31.427816
94.886604,116,31.837989
121.315643,147,32.307343
57.875973,75,32.544235
129.219342,151,33.0786
364.371419,244,33.900426
340.053179,218,34.641322
64.350379,85,34.965843
143.116298,162,35.549705
61.620577,82,35.830842
-1.354607,12,35.866755
28.863888,43,36.011858
378.97973,257,36.917636
-2.587573,13,36.964944
-0.537755,11,37.004261
86.734514,104,37.483822
38.27255,59,37.75513
-2.463439,11,37.804269
66.062966,87,38.181033
45.457401,67,38.515093
62.896085,82,38.887635
-1.969273,12,38.938241
-1.204567,12,39.000665
402.666209,281,40.314586
91.610605,115,40.84526
115.527944,139,41.539623
43.695826,63,41.795242
83.576766,110,42.172677
103.655035,124,42.573438
202.941648,220,43.293238
386.577601,265,44.165797
350.335721,229,44.947122
35.193442,51,45.128562
364.652834,242,45.957179
347.95973,226,46.685065
246.977221,133,47.119923
-1.848595,13,47.169725
431.32711,311,48.19337
418.496731,297,49.192413
103.782272,122,49.588506
-3.990671,9,49.620246
363.723691,242,50.441695
351.13311,229,51.18652
0.27183,11,51.231385
266.440938,150,51.751058
364.051422,243,52.861517
-6.021673,8,52.894256
75.114035,94,54.606158
306.85423,185,55.52853
92.05186,114,56.062397
55.824285,75,56.342978
330.372636,209,57.072389
-2.527555,8,57.09654
44.270396,62,57.304369
335.279463,213,58.03544
362.626185,241,58.816176
328.069102,208,59.483912
-1.480218,11,59.517986
3.289054,15,59.565276
6.228557,19,59.632087
365.180164,259,60.477885
337.906459,216,61.214946
317.878046,197,61.881239
-5.150926,11,61.915749
284.456276,165,62.437915
355.360962,233,63.202732
299.626337,178,63.79004
86.898489,109,64.146287
311.242514,191,64.750185
126.962063,147,65.242037
375.563485,253,66.073815
72.496063,95,66.464027
0.616137,15,66.529369
83.091676,103,66.982315
-1.086327,11,67.02618
245.814496,133,67.621784
250.820901,157,68.297392
178.049007,108,68.753038
-1.168045,13,68.812067
-4.998537,8,68.848308
249.704456,142,69.553538
262.541892,145,70.233715
356.522116,234,71.142816
-0.106588,13,71.185651
228.93869,119,71.556955
243.120418,131,71.991136
137.086228,161,72.508761
286.745032,167,73.034175
304.625881,183,73.659057
249.277136,136,74.096773
271.958577,158,74.61755
2.253929,18,74.674682
326.012838,205,75.324056
263.222027,149,75.801891
268.481107,151,76.300742
284.997118,165,77.681114
260.487755,145,78.146418
271.808287,155,78.673016
290.745854,170,79.21618
279.46282,161,79.738921
237.694448,145,80.200657
26.212135,37,80.329906
18.551917,29,80.420528
17.191328,31,80.528141
284.172048,184,81.272116
299.734909,179,82.078436
287.770206,167,82.803908
275.076663,157,83.493256
288.017622,168,84.306151
296.802685,175,85.047572
291.597581,171,85.602378
305.89512,185,86.20796
337.205706,216,86.900577
290.906978,171,87.445466
291.002427,170,88.03389
282.475757,163,88.536645
299.156355,178,89.133591
310.354077,189,89.73976
354.102724,234,90.498824
314.748397,194,91.115413
288.269981,167,91.657828
287.002763,168,92.187506
277.791136,159,92.693269
302.006449,184,93.275003
319.887222,206,93.945025
280.56157,176,94.512515
316.046321,205,95.34371
20.96905,31,95.475162
322.729251,207,96.383711
330.966238,213,97.323052
239.296904,177,98.145317
208.124321,175,98.966923
327.563569,213,99.766032
258.715022,187,101.306027
277.307241,179,101.860684
273.181927,203,102.507213
338.717481,247,103.281235
297.418616,182,103.85696
298.736465,182,104.430528
288.579279,180,104.999248
303.078486,183,105.588855
125.969534,162,106.107596
-4.57347,6,106.130173
304.0011,194,106.73844
298.960509,183,107.356873
294.076582,175,107.918869
287.552573,172,108.482062
280.773527,162,109.005262
313.987637,193,109.819317
39.710455,49,110.03169
271.217055,160,110.740309
277.163754,166,111.458885
275.849267,161,112.233222
290.756019,179,113.079825
289.600819,172,113.833977
289.881742,174,114.374533
301.779183,181,114.957078
284.70634,166,115.499387
279.76245,164,116.029454
286.529831,171,116.576642
289.16142,168,117.125429
283.392335,164,117.673877
84.858499,120,118.069908
372.409615,244,118.854391
202.735882,231,119.669443
97.171187,122,120.088363
1060.487737,1000,129.680188
728.478836,555,131.457352
21.427078,37,131.577412
1118.169169,1000,134.820024
1090.044883,1000,138.018934
1092.276906,1000,142.411178
49.264387,62,142.638291
735.293282,560,144.433083
823.724396,635,146.450755
60.584213,74,146.683276
33.876761,49,146.846786
730.625578,536,148.550897
551.177844,379,149.749329
502.736751,336,153.853308
572.311635,382,155.566661
607.587084,418,157.370651
512.097733,322,158.407688
489.416039,300,159.399858
455.602849,270,160.34096
437.551286,259,161.155629
403.519889,235,161.907236
425.30367,241,162.680545
425.879267,247,163.498792
481.200549,316,164.553783
418.301703,227,165.287113
381.966983,214,165.997347
420.771551,243,166.780577
446.062412,261,167.883581
433.882084,262,169.050634
385.680104,215,170.036632
392.340904,217,171.050935
392.484523,217,171.908967
398.720437,227,172.623594
388.504711,220,173.311427
384.611102,218,174.039333
432.39123,242,174.812389
397.628732,219,175.509646
2.379861,20,175.575038
404.923132,228,177.445878
115.05716,146,177.924865
392.094108,215,178.613042
524.144588,350,179.769365
453.549788,272,180.644632
